LTER,Dataset,Locale,Species,Abundance.trend
CedarCreek,Grasshoppers,39,Ageneotettix deorum,-1.58532185871477
CedarCreek,Grasshoppers,40,Ageneotettix deorum,-1.01834081867317
CedarCreek,Grasshoppers,41,Ageneotettix deorum,-1.24454435594794
CedarCreek,Grasshoppers,44,Ageneotettix deorum,-1.32238023597251
CedarCreek,Grasshoppers,45,Ageneotettix deorum,-2.44921595971892
CedarCreek,Grasshoppers,47,Ageneotettix deorum,-1.76855606054539
CedarCreek,Grasshoppers,53,Ageneotettix deorum,-1.23001342694147
CedarCreek,Grasshoppers,70,Ageneotettix deorum,-2.5593766558312
CedarCreek,Grasshoppers,72,Ageneotettix deorum,-2.91002529552789
CedarCreek,Grasshoppers,76,Ageneotettix deorum,-2.03622977853003
CedarCreek,Grasshoppers,77,Ageneotettix deorum,-3.22482880912566
CedarCreek,Grasshoppers,4,Arphia conspersa,-0.727737507448001
CedarCreek,Grasshoppers,11,Arphia conspersa,-1.33333332673478
CedarCreek,Grasshoppers,24,Arphia conspersa,-1.15494972249107
CedarCreek,Grasshoppers,27,Arphia conspersa,-1.44990293929561
CedarCreek,Grasshoppers,28,Arphia conspersa,3.49105984032578
CedarCreek,Grasshoppers,39,Arphia conspersa,-0.358192968756331
CedarCreek,Grasshoppers,40,Arphia conspersa,-1.28920524083
CedarCreek,Grasshoppers,41,Arphia conspersa,-1.50243364164979
CedarCreek,Grasshoppers,45,Arphia conspersa,-1.53362292326045
CedarCreek,Grasshoppers,70,Arphia conspersa,-0.866765879927333
CedarCreek,Grasshoppers,72,Arphia conspersa,-0.454952293367295
CedarCreek,Grasshoppers,77,Arphia conspersa,0.310198145696235
CedarCreek,Grasshoppers,4,Arphia pseudonietana,-2.44415080233672
CedarCreek,Grasshoppers,24,Arphia pseudonietana,-1.0727528233203
CedarCreek,Grasshoppers,27,Arphia pseudonietana,0
CedarCreek,Grasshoppers,28,Arphia pseudonietana,0.967589598059984
CedarCreek,Grasshoppers,39,Arphia pseudonietana,-1.4250560342649
CedarCreek,Grasshoppers,40,Arphia pseudonietana,-1.57412892611514
CedarCreek,Grasshoppers,41,Arphia pseudonietana,-1.34201870309814
CedarCreek,Grasshoppers,44,Arphia pseudonietana,-0.767259631691548
CedarCreek,Grasshoppers,45,Arphia pseudonietana,-1.37773630759151
CedarCreek,Grasshoppers,47,Arphia pseudonietana,-2.06369421093769
CedarCreek,Grasshoppers,53,Arphia pseudonietana,-1.29918085843618
CedarCreek,Grasshoppers,70,Arphia pseudonietana,0.450266489759025
CedarCreek,Grasshoppers,21,Chloealtis conspersa,0.243573175588927
CedarCreek,Grasshoppers,35,Chloealtis conspersa,-1.64373719895688
CedarCreek,Grasshoppers,5,Chorthippus curtipennis,-1.66842259233636
CedarCreek,Grasshoppers,21,Chorthippus curtipennis,-0.699605261684309
CedarCreek,Grasshoppers,24,Chorthippus curtipennis,0.507820613898071
CedarCreek,Grasshoppers,26,Chorthippus curtipennis,3.95329381389815
CedarCreek,Grasshoppers,27,Chorthippus curtipennis,-1.06799353394958
CedarCreek,Grasshoppers,32,Chorthippus curtipennis,-0.152453964367973
CedarCreek,Grasshoppers,35,Chorthippus curtipennis,-0.31245312599444
CedarCreek,Grasshoppers,40,Chorthippus curtipennis,-0.926687195493431
CedarCreek,Grasshoppers,41,Chorthippus curtipennis,0
CedarCreek,Grasshoppers,44,Chorthippus curtipennis,-1.03039803555224
CedarCreek,Grasshoppers,45,Chorthippus curtipennis,-0.676255889299007
CedarCreek,Grasshoppers,53,Chorthippus curtipennis,1.00512478242156
CedarCreek,Grasshoppers,72,Chorthippus curtipennis,-0.00814661796101391
CedarCreek,Grasshoppers,76,Chorthippus curtipennis,0.132469157799451
CedarCreek,Grasshoppers,4,Chortophaga viridifasciata,0.0504299941010085
CedarCreek,Grasshoppers,21,Chortophaga viridifasciata,-0.668620265712987
CedarCreek,Grasshoppers,35,Chortophaga viridifasciata,2.43593396657263
CedarCreek,Grasshoppers,40,Chortophaga viridifasciata,0
CedarCreek,Grasshoppers,41,Chortophaga viridifasciata,0.572795293806748
CedarCreek,Grasshoppers,44,Chortophaga viridifasciata,0
CedarCreek,Grasshoppers,47,Chortophaga viridifasciata,0
CedarCreek,Grasshoppers,53,Chortophaga viridifasciata,2.30904091309188
CedarCreek,Grasshoppers,76,Chortophaga viridifasciata,-0.427903437574599
CedarCreek,Grasshoppers,21,Conocephalus brevipennis,0
CedarCreek,Grasshoppers,26,Conocephalus brevipennis,2.44078929973454
CedarCreek,Grasshoppers,41,Conocephalus fasciatus,-1.35218756820295
CedarCreek,Grasshoppers,4,Conocephalus saltans,-0.0114542828398145
CedarCreek,Grasshoppers,5,Conocephalus saltans,-2.11533179230186
CedarCreek,Grasshoppers,21,Conocephalus saltans,-0.967315835552774
CedarCreek,Grasshoppers,24,Conocephalus saltans,0.242507518378675
CedarCreek,Grasshoppers,26,Conocephalus saltans,1.526123759148
CedarCreek,Grasshoppers,27,Conocephalus saltans,-1.28511159722612
CedarCreek,Grasshoppers,32,Conocephalus saltans,0.514159124175207
CedarCreek,Grasshoppers,35,Conocephalus saltans,-0.323601460001465
CedarCreek,Grasshoppers,39,Conocephalus saltans,-0.0715806186054469
CedarCreek,Grasshoppers,40,Conocephalus saltans,-0.934578118818146
CedarCreek,Grasshoppers,41,Conocephalus saltans,-3.04446347748428
CedarCreek,Grasshoppers,44,Conocephalus saltans,-0.817727148109442
CedarCreek,Grasshoppers,45,Conocephalus saltans,1.01571918584124
CedarCreek,Grasshoppers,47,Conocephalus saltans,-3.38303362620815
CedarCreek,Grasshoppers,53,Conocephalus saltans,-0.0299344195026868
CedarCreek,Grasshoppers,70,Conocephalus saltans,-1.13968021321708
CedarCreek,Grasshoppers,72,Conocephalus saltans,0.138014188891456
CedarCreek,Grasshoppers,76,Conocephalus saltans,0.107667210237186
CedarCreek,Grasshoppers,77,Conocephalus saltans,0.603154619999027
CedarCreek,Grasshoppers,21,Conocephalus strictus,1.32679782208425
CedarCreek,Grasshoppers,24,Conocephalus strictus,-0.363320018796112
CedarCreek,Grasshoppers,26,Conocephalus strictus,-1.18465233331551
CedarCreek,Grasshoppers,27,Conocephalus strictus,0.530932105291188
CedarCreek,Grasshoppers,39,Conocephalus strictus,-0.846175278275475
CedarCreek,Grasshoppers,40,Conocephalus strictus,0.465945404379467
CedarCreek,Grasshoppers,41,Conocephalus strictus,1.90033984330233
CedarCreek,Grasshoppers,44,Conocephalus strictus,-0.0898981885020603
CedarCreek,Grasshoppers,45,Conocephalus strictus,0.835164535745053
CedarCreek,Grasshoppers,47,Conocephalus strictus,1.51864213768274
CedarCreek,Grasshoppers,53,Conocephalus strictus,-1.17538431997116
CedarCreek,Grasshoppers,76,Conocephalus strictus,-0.152170939763563
CedarCreek,Grasshoppers,77,Conocephalus strictus,-1.148007361508
CedarCreek,Grasshoppers,4,Conocephalus undet,0.172180540395906
CedarCreek,Grasshoppers,5,Conocephalus undet,-1.54263029041462
CedarCreek,Grasshoppers,21,Conocephalus undet,1.97242888908777
CedarCreek,Grasshoppers,24,Conocephalus undet,0.254086803316069
CedarCreek,Grasshoppers,26,Conocephalus undet,0.97355387327668
CedarCreek,Grasshoppers,27,Conocephalus undet,1.43334516943986
CedarCreek,Grasshoppers,28,Conocephalus undet,0.824248759517452
CedarCreek,Grasshoppers,32,Conocephalus undet,0.489402652436105
CedarCreek,Grasshoppers,35,Conocephalus undet,-0.678037655375835
CedarCreek,Grasshoppers,39,Conocephalus undet,0.244112785578252
CedarCreek,Grasshoppers,40,Conocephalus undet,0.623459109592915
CedarCreek,Grasshoppers,41,Conocephalus undet,0.971856597534757
CedarCreek,Grasshoppers,44,Conocephalus undet,0.34055221668447
CedarCreek,Grasshoppers,45,Conocephalus undet,1.47633980459702
CedarCreek,Grasshoppers,47,Conocephalus undet,1.33224598767777
CedarCreek,Grasshoppers,53,Conocephalus undet,1.19689234278084
CedarCreek,Grasshoppers,70,Conocephalus undet,0.943868861809481
CedarCreek,Grasshoppers,72,Conocephalus undet,1.22116106580775
CedarCreek,Grasshoppers,76,Conocephalus undet,0.512886761267705
CedarCreek,Grasshoppers,77,Conocephalus undet,-0.561876790306667
CedarCreek,Grasshoppers,4,Encoptolophus sordidus,3.72469330329333
CedarCreek,Grasshoppers,5,Encoptolophus sordidus,-1.06173756882069
CedarCreek,Grasshoppers,21,Encoptolophus sordidus,-0.689389307413391
CedarCreek,Grasshoppers,24,Encoptolophus sordidus,-0.385312662222911
CedarCreek,Grasshoppers,27,Encoptolophus sordidus,-0.123846927642814
CedarCreek,Grasshoppers,35,Encoptolophus sordidus,0
CedarCreek,Grasshoppers,45,Eritettix simplex,4.80960266077366e-08
CedarCreek,Grasshoppers,47,Eritettix simplex,0
CedarCreek,Grasshoppers,70,Eritettix simplex,2.66666666663305
CedarCreek,Grasshoppers,72,Eritettix simplex,0.56507552894249
CedarCreek,Grasshoppers,28,Gryllus undet,0
CedarCreek,Grasshoppers,72,Hypochlora alba,0.179175693289567
CedarCreek,Grasshoppers,4,Melanoplus angustipennis,2.80070298347876
CedarCreek,Grasshoppers,21,Melanoplus angustipennis,-2.52615362805872
CedarCreek,Grasshoppers,26,Melanoplus angustipennis,-1.88707644823598
CedarCreek,Grasshoppers,32,Melanoplus angustipennis,-0.085850550101975
CedarCreek,Grasshoppers,39,Melanoplus angustipennis,-2.55996020081224
CedarCreek,Grasshoppers,41,Melanoplus angustipennis,-1.07573003239748
CedarCreek,Grasshoppers,44,Melanoplus angustipennis,-2.40227585000051
CedarCreek,Grasshoppers,45,Melanoplus angustipennis,-1.69962927301507
CedarCreek,Grasshoppers,70,Melanoplus angustipennis,-0.921216988253491
CedarCreek,Grasshoppers,72,Melanoplus angustipennis,-2.14889773969371
CedarCreek,Grasshoppers,76,Melanoplus angustipennis,-0.917439690165442
CedarCreek,Grasshoppers,77,Melanoplus angustipennis,-1.22842831595537
CedarCreek,Grasshoppers,5,Melanoplus bivittatus,-2.05216292475622
CedarCreek,Grasshoppers,21,Melanoplus bivittatus,-2.056604909694
CedarCreek,Grasshoppers,24,Melanoplus bivittatus,-1.99807876096106
CedarCreek,Grasshoppers,26,Melanoplus bivittatus,-0.670481022668692
CedarCreek,Grasshoppers,27,Melanoplus bivittatus,-1.75080615184859
CedarCreek,Grasshoppers,32,Melanoplus bivittatus,-0.257042483880424
CedarCreek,Grasshoppers,35,Melanoplus bivittatus,-1.90345574152985
CedarCreek,Grasshoppers,40,Melanoplus bivittatus,-1.50898091905181
CedarCreek,Grasshoppers,41,Melanoplus bivittatus,-1.70133774008722
CedarCreek,Grasshoppers,44,Melanoplus bivittatus,-1.75810282199202
CedarCreek,Grasshoppers,45,Melanoplus bivittatus,-1.28843670693929
CedarCreek,Grasshoppers,47,Melanoplus bivittatus,-2.21303984795492
CedarCreek,Grasshoppers,53,Melanoplus bivittatus,-1.84242766681736
CedarCreek,Grasshoppers,70,Melanoplus bivittatus,0
CedarCreek,Grasshoppers,72,Melanoplus bivittatus,0
CedarCreek,Grasshoppers,76,Melanoplus bivittatus,-1.96369025674684
CedarCreek,Grasshoppers,77,Melanoplus bivittatus,-0.726324605020721
CedarCreek,Grasshoppers,4,Melanoplus confusus,-1.6544464800929
CedarCreek,Grasshoppers,28,Melanoplus confusus,2.17619487702188
CedarCreek,Grasshoppers,32,Melanoplus dawsoni,-1.40228458991517
CedarCreek,Grasshoppers,35,Melanoplus dawsoni,-1.61682026000894
CedarCreek,Grasshoppers,70,Melanoplus dawsoni,0.188086793572301
CedarCreek,Grasshoppers,72,Melanoplus dawsoni,-1.54515469158206
CedarCreek,Grasshoppers,76,Melanoplus fasciatus,-0.907869685787652
CedarCreek,Grasshoppers,4,Melanoplus femurrubrum,-1.87499515425521
CedarCreek,Grasshoppers,5,Melanoplus femurrubrum,-0.973672808216278
CedarCreek,Grasshoppers,11,Melanoplus femurrubrum,0.581934455997338
CedarCreek,Grasshoppers,21,Melanoplus femurrubrum,-0.682493479067582
CedarCreek,Grasshoppers,24,Melanoplus femurrubrum,-2.18440481319469
CedarCreek,Grasshoppers,26,Melanoplus femurrubrum,-1.47084188321991
CedarCreek,Grasshoppers,27,Melanoplus femurrubrum,-0.569454099079633
CedarCreek,Grasshoppers,28,Melanoplus femurrubrum,2.17066389915318
CedarCreek,Grasshoppers,32,Melanoplus femurrubrum,1.8865227923558
CedarCreek,Grasshoppers,35,Melanoplus femurrubrum,-0.364600749290999
CedarCreek,Grasshoppers,39,Melanoplus femurrubrum,0.884583583653078
CedarCreek,Grasshoppers,40,Melanoplus femurrubrum,-0.281446290325078
CedarCreek,Grasshoppers,41,Melanoplus femurrubrum,-0.778732545113199
CedarCreek,Grasshoppers,44,Melanoplus femurrubrum,-0.0184221309228443
CedarCreek,Grasshoppers,45,Melanoplus femurrubrum,-0.769951939081439
CedarCreek,Grasshoppers,47,Melanoplus femurrubrum,0.768226260652954
CedarCreek,Grasshoppers,53,Melanoplus femurrubrum,-0.235537174923557
CedarCreek,Grasshoppers,70,Melanoplus femurrubrum,-0.186611932185271
CedarCreek,Grasshoppers,72,Melanoplus femurrubrum,-0.822560755772283
CedarCreek,Grasshoppers,76,Melanoplus femurrubrum,0.935212037428797
CedarCreek,Grasshoppers,77,Melanoplus femurrubrum,-0.724373949240781
CedarCreek,Grasshoppers,39,Melanoplus flavidus,1.95010872528674
CedarCreek,Grasshoppers,72,Melanoplus flavidus,-0.608845648022211
CedarCreek,Grasshoppers,41,Melanoplus foedus,-2.40986645448631
CedarCreek,Grasshoppers,5,Melanoplus keeleri,0.0599168688939462
CedarCreek,Grasshoppers,21,Melanoplus keeleri,1.01326479575914
CedarCreek,Grasshoppers,24,Melanoplus keeleri,-1.80906276407347
CedarCreek,Grasshoppers,26,Melanoplus keeleri,-0.895362414827729
CedarCreek,Grasshoppers,27,Melanoplus keeleri,-0.397421182577205
CedarCreek,Grasshoppers,28,Melanoplus keeleri,-1.90746488123859
CedarCreek,Grasshoppers,32,Melanoplus keeleri,-0.663703306677918
CedarCreek,Grasshoppers,35,Melanoplus keeleri,-1.21346586568161
CedarCreek,Grasshoppers,39,Melanoplus keeleri,-0.696142752598109
CedarCreek,Grasshoppers,40,Melanoplus keeleri,1.49866826703008
CedarCreek,Grasshoppers,41,Melanoplus keeleri,-0.285233100283783
CedarCreek,Grasshoppers,44,Melanoplus keeleri,-1.21072158957751
CedarCreek,Grasshoppers,45,Melanoplus keeleri,-1.224683398736
CedarCreek,Grasshoppers,47,Melanoplus keeleri,-5.15314571349415e-08
CedarCreek,Grasshoppers,53,Melanoplus keeleri,-1.53039893465728
CedarCreek,Grasshoppers,70,Melanoplus keeleri,0.871949309740165
CedarCreek,Grasshoppers,72,Melanoplus keeleri,1.47352707401623
CedarCreek,Grasshoppers,76,Melanoplus keeleri,-0.660625279513962
CedarCreek,Grasshoppers,77,Melanoplus keeleri,1.29428962569856
CedarCreek,Grasshoppers,4,Melanoplus sanguinipes,-2.68426041250078
CedarCreek,Grasshoppers,5,Melanoplus sanguinipes,-0.814955938098004
CedarCreek,Grasshoppers,11,Melanoplus sanguinipes,-2.44310068575077
CedarCreek,Grasshoppers,21,Melanoplus sanguinipes,0
CedarCreek,Grasshoppers,24,Melanoplus sanguinipes,-0.501862736296206
CedarCreek,Grasshoppers,28,Melanoplus sanguinipes,-1.05672871034821
CedarCreek,Grasshoppers,39,Melanoplus sanguinipes,-1.10052954845889
CedarCreek,Grasshoppers,40,Melanoplus sanguinipes,-0.628539421387589
CedarCreek,Grasshoppers,41,Melanoplus sanguinipes,-2.06552052699708
CedarCreek,Grasshoppers,44,Melanoplus sanguinipes,-0.75850334062126
CedarCreek,Grasshoppers,45,Melanoplus sanguinipes,-1.2615036303874
CedarCreek,Grasshoppers,53,Melanoplus sanguinipes,-1.21621634295991
CedarCreek,Grasshoppers,4,Nemobius undet,0.571286944992212
CedarCreek,Grasshoppers,5,Nemobius undet,2.71133877551344
CedarCreek,Grasshoppers,21,Nemobius undet,-0.889922605974714
CedarCreek,Grasshoppers,26,Nemobius undet,1.88906416672299
CedarCreek,Grasshoppers,32,Nemobius undet,2.45135114201834
CedarCreek,Grasshoppers,35,Nemobius undet,-1.74267718333428
CedarCreek,Grasshoppers,40,Nemobius undet,-2.36189168415683
CedarCreek,Grasshoppers,41,Nemobius undet,0
CedarCreek,Grasshoppers,44,Nemobius undet,-1.91416707341916
CedarCreek,Grasshoppers,45,Nemobius undet,-0.0663477141554268
CedarCreek,Grasshoppers,53,Nemobius undet,-0.310984389604676
CedarCreek,Grasshoppers,70,Nemobius undet,-0.484201561376302
CedarCreek,Grasshoppers,72,Nemobius undet,1.67705091286379
CedarCreek,Grasshoppers,76,Nemobius undet,-2.20470703900929
CedarCreek,Grasshoppers,32,Neoconocephalus ensiger,-1.51657608302819
CedarCreek,Grasshoppers,35,Neoconocephalus ensiger,-0.403231970743701
CedarCreek,Grasshoppers,53,Neoconocephalus ensiger,0
CedarCreek,Grasshoppers,70,Neoconocephalus ensiger,1.320678127245
CedarCreek,Grasshoppers,72,Neoconocephalus ensiger,1.82178669243962
CedarCreek,Grasshoppers,76,Neoconocephalus ensiger,-0.874659184638185
CedarCreek,Grasshoppers,77,Neoconocephalus ensiger,-1.11741817129341
CedarCreek,Grasshoppers,4,Oecanthus undet,-2.72810575977846
CedarCreek,Grasshoppers,5,Oecanthus undet,-2.32304141185917
CedarCreek,Grasshoppers,11,Oecanthus undet,-2.82744022804065
CedarCreek,Grasshoppers,21,Oecanthus undet,-2.17929637039284
CedarCreek,Grasshoppers,24,Oecanthus undet,-2.28240297823561
CedarCreek,Grasshoppers,26,Oecanthus undet,-1.46526646482105
CedarCreek,Grasshoppers,27,Oecanthus undet,-2.3752124211995
CedarCreek,Grasshoppers,28,Oecanthus undet,2.53343722415805
CedarCreek,Grasshoppers,32,Oecanthus undet,-1.69785025652144
CedarCreek,Grasshoppers,39,Oecanthus undet,-1.15218890436047
CedarCreek,Grasshoppers,40,Oecanthus undet,-2.64169025099743
CedarCreek,Grasshoppers,41,Oecanthus undet,-2.57677312877256
CedarCreek,Grasshoppers,44,Oecanthus undet,-1.69250322182769
CedarCreek,Grasshoppers,45,Oecanthus undet,-2.00964285405433
CedarCreek,Grasshoppers,47,Oecanthus undet,-1.68730733562388
CedarCreek,Grasshoppers,53,Oecanthus undet,-2.15710290750921
CedarCreek,Grasshoppers,70,Oecanthus undet,-2.38958716352277
CedarCreek,Grasshoppers,72,Oecanthus undet,-1.62508143935809
CedarCreek,Grasshoppers,77,Oecanthus undet,-1.26843879498377
CedarCreek,Grasshoppers,4,Orphulella speciosa,-1.15264226777664
CedarCreek,Grasshoppers,5,Orphulella speciosa,-0.821680831256406
CedarCreek,Grasshoppers,24,Orphulella speciosa,0
CedarCreek,Grasshoppers,26,Orphulella speciosa,1.51939258347911
CedarCreek,Grasshoppers,28,Orphulella speciosa,0.33568660263421
CedarCreek,Grasshoppers,32,Orphulella speciosa,0.132246417839281
CedarCreek,Grasshoppers,35,Orphulella speciosa,-0.512556018946164
CedarCreek,Grasshoppers,72,Orphulella speciosa,0.446243127721214
CedarCreek,Grasshoppers,76,Orphulella speciosa,-1.48841442068532
CedarCreek,Grasshoppers,77,Orphulella speciosa,-0.493770281184834
CedarCreek,Grasshoppers,4,Pardalophora apiculata,-0.223279020766725
CedarCreek,Grasshoppers,5,Pardalophora apiculata,0
CedarCreek,Grasshoppers,24,Pardalophora apiculata,-0.562604341826329
CedarCreek,Grasshoppers,26,Pardalophora apiculata,-1.85930675854329
CedarCreek,Grasshoppers,27,Pardalophora apiculata,0.489977457525612
CedarCreek,Grasshoppers,28,Pardalophora apiculata,0.910647205901093
CedarCreek,Grasshoppers,32,Pardalophora apiculata,-2.19125233776629
CedarCreek,Grasshoppers,35,Pardalophora apiculata,0.261111391727105
CedarCreek,Grasshoppers,39,Pardalophora apiculata,-1.46389640366097
CedarCreek,Grasshoppers,40,Pardalophora apiculata,-0.884293804477761
CedarCreek,Grasshoppers,41,Pardalophora apiculata,-0.939279075873433
CedarCreek,Grasshoppers,44,Pardalophora apiculata,-0.381312321267451
CedarCreek,Grasshoppers,45,Pardalophora apiculata,-1.53304591057461
CedarCreek,Grasshoppers,47,Pardalophora apiculata,0
CedarCreek,Grasshoppers,53,Pardalophora apiculata,-0.945283779653526
CedarCreek,Grasshoppers,70,Pardalophora apiculata,-0.802860759462517
CedarCreek,Grasshoppers,72,Pardalophora apiculata,-0.908954340663785
CedarCreek,Grasshoppers,76,Pardalophora apiculata,-0.173953936985999
CedarCreek,Grasshoppers,77,Pardalophora apiculata,-1.26194185868378
CedarCreek,Grasshoppers,4,Phoetaliotes nebrascensis,0.762826041319841
CedarCreek,Grasshoppers,5,Phoetaliotes nebrascensis,1.50283608923168
CedarCreek,Grasshoppers,11,Phoetaliotes nebrascensis,2.81617250862925
CedarCreek,Grasshoppers,24,Phoetaliotes nebrascensis,-1.98554384812229
CedarCreek,Grasshoppers,26,Phoetaliotes nebrascensis,-1.64018268888746
CedarCreek,Grasshoppers,27,Phoetaliotes nebrascensis,0.677169807663369
CedarCreek,Grasshoppers,28,Phoetaliotes nebrascensis,0.334564094098828
CedarCreek,Grasshoppers,32,Phoetaliotes nebrascensis,1.6378411824691
CedarCreek,Grasshoppers,35,Phoetaliotes nebrascensis,1.14902098217506
CedarCreek,Grasshoppers,39,Phoetaliotes nebrascensis,0.740912730622493
CedarCreek,Grasshoppers,40,Phoetaliotes nebrascensis,0.981499035481369
CedarCreek,Grasshoppers,41,Phoetaliotes nebrascensis,1.87275684269129
CedarCreek,Grasshoppers,44,Phoetaliotes nebrascensis,1.15174397325392
CedarCreek,Grasshoppers,45,Phoetaliotes nebrascensis,0.0475673195522653
CedarCreek,Grasshoppers,47,Phoetaliotes nebrascensis,1.24548081369014
CedarCreek,Grasshoppers,53,Phoetaliotes nebrascensis,0.680510351023012
CedarCreek,Grasshoppers,70,Phoetaliotes nebrascensis,0.639091171090102
CedarCreek,Grasshoppers,72,Phoetaliotes nebrascensis,0.981666122521416
CedarCreek,Grasshoppers,76,Phoetaliotes nebrascensis,-1.62887046301096
CedarCreek,Grasshoppers,77,Phoetaliotes nebrascensis,0.704347598093522
CedarCreek,Grasshoppers,4,Pseudopomala brachyptera,-1.64357907956899
CedarCreek,Grasshoppers,5,Pseudopomala brachyptera,-2.37275270898186
CedarCreek,Grasshoppers,21,Pseudopomala brachyptera,0.568642598554179
CedarCreek,Grasshoppers,24,Pseudopomala brachyptera,-1.78039969491889
CedarCreek,Grasshoppers,26,Pseudopomala brachyptera,-0.177167866087421
CedarCreek,Grasshoppers,27,Pseudopomala brachyptera,1.30856316165589
CedarCreek,Grasshoppers,28,Pseudopomala brachyptera,0.295488063992966
CedarCreek,Grasshoppers,32,Pseudopomala brachyptera,-1.22966623970372
CedarCreek,Grasshoppers,35,Pseudopomala brachyptera,-1.15279158612931
CedarCreek,Grasshoppers,40,Pseudopomala brachyptera,-0.860944324820873
CedarCreek,Grasshoppers,41,Pseudopomala brachyptera,-2.35052119354863
CedarCreek,Grasshoppers,44,Pseudopomala brachyptera,-0.772561868290404
CedarCreek,Grasshoppers,45,Pseudopomala brachyptera,-0.769981980082881
CedarCreek,Grasshoppers,47,Pseudopomala brachyptera,1.12424231157291
CedarCreek,Grasshoppers,53,Pseudopomala brachyptera,-0.62932957505058
CedarCreek,Grasshoppers,70,Pseudopomala brachyptera,0.132073156985505
CedarCreek,Grasshoppers,72,Pseudopomala brachyptera,-0.0397243911936532
CedarCreek,Grasshoppers,76,Pseudopomala brachyptera,-1.25278525944844
CedarCreek,Grasshoppers,77,Pseudopomala brachyptera,-0.536204647171578
CedarCreek,Grasshoppers,4,Schistocerca emarginata,1.17916536280008
CedarCreek,Grasshoppers,26,Schistocerca emarginata,-1.33333334084374
CedarCreek,Grasshoppers,35,Schistocerca emarginata,2.75298880644428
CedarCreek,Grasshoppers,39,Schistocerca emarginata,-0.952485237543204
CedarCreek,Grasshoppers,40,Schistocerca emarginata,-2.67278061149075
CedarCreek,Grasshoppers,41,Schistocerca emarginata,-0.532493514530187
CedarCreek,Grasshoppers,45,Schistocerca emarginata,2.72633704618899
CedarCreek,Grasshoppers,70,Schistocerca emarginata,0.676975935047937
CedarCreek,Grasshoppers,72,Schistocerca emarginata,-1.79784799279562
CedarCreek,Grasshoppers,77,Schistocerca emarginata,-0.40257658364258
CedarCreek,Grasshoppers,32,Scudderia curvicauda,6.45483680528944e-17
CedarCreek,Grasshoppers,76,Scudderia curvicauda,5.64133844613652e-08
CedarCreek,Grasshoppers,77,Scudderia curvicauda,-1.42404370865336
CedarCreek,Grasshoppers,4,Scudderia undet,0.366315917884434
CedarCreek,Grasshoppers,5,Scudderia undet,-0.499042436454741
CedarCreek,Grasshoppers,21,Scudderia undet,-0.146214445308098
CedarCreek,Grasshoppers,24,Scudderia undet,-0.588959679019247
CedarCreek,Grasshoppers,26,Scudderia undet,0
CedarCreek,Grasshoppers,27,Scudderia undet,-1.74744871500585
CedarCreek,Grasshoppers,32,Scudderia undet,-1.17427601834622
CedarCreek,Grasshoppers,35,Scudderia undet,0.253538054569748
CedarCreek,Grasshoppers,41,Scudderia undet,-0.311483852132959
CedarCreek,Grasshoppers,45,Scudderia undet,-1.78640952449894
CedarCreek,Grasshoppers,53,Scudderia undet,0
CedarCreek,Grasshoppers,70,Scudderia undet,0.23258926893017
CedarCreek,Grasshoppers,72,Scudderia undet,-1.84289061558155
CedarCreek,Grasshoppers,76,Scudderia undet,1.13601694511449
CedarCreek,Grasshoppers,77,Scudderia undet,0.000774013631719706
CedarCreek,Grasshoppers,4,Spharagemon collare,-0.68050214686956
