LTER	Dataset	Locale	Species	Abundance.trend
Arctic	StreamInsects	3000	TIPULA	2.21977042355792
Arctic	StreamInsects	740	TIPULA	1.89485453090424
Baltimore	Mosquitoes	CP	aeae	-2.79508497185369
Baltimore	Mosquitoes	GB	aeae	-2.81869352221049
Baltimore	Mosquitoes	MAWI	aeae	-2.66666666663532
Baltimore	Mosquitoes	OXBOW	aeae	-2.66666666662959
Baltimore	Mosquitoes	VN	aeae	-2.79508497185369
Baltimore	Mosquitoes	COMG	aeal	2.96137352553531
Baltimore	Mosquitoes	CP	aeal	2.93199380010101
Baltimore	Mosquitoes	GB	aeal	-1.49547565770643
Baltimore	Mosquitoes	MAWI	aeal	-1.21711345245966
Baltimore	Mosquitoes	ORPB	aeal	-2.10780922090852
Baltimore	Mosquitoes	OXBOW	aeal	2.57614511813153
Baltimore	Mosquitoes	RG	aeal	-0.968363683922434
Baltimore	Mosquitoes	VN	aeal	2.68665473164993
Baltimore	Mosquitoes	VN	aeci	-2.79508497185369
Baltimore	Mosquitoes	COMG	aeja	2.88557311378811
Baltimore	Mosquitoes	CP	aeja	1.45621423832458
Baltimore	Mosquitoes	GB	aeja	-1.68378252604667
Baltimore	Mosquitoes	MAWI	aeja	-1.52199360382273
Baltimore	Mosquitoes	ORPB	aeja	1.63075670655372
Baltimore	Mosquitoes	OXBOW	aeja	-0.125172571134768
Baltimore	Mosquitoes	RG	aeja	-1.86552640951332
Baltimore	Mosquitoes	VN	aeja	0.508862090222212
Baltimore	Mosquitoes	COMG	cxpi	2.9807334124835
Baltimore	Mosquitoes	CP	cxpi	2.49296425502397
Baltimore	Mosquitoes	GB	cxpi	-1.10040445894999
Baltimore	Mosquitoes	MAWI	cxpi	-0.289676710676834
Baltimore	Mosquitoes	ORPB	cxpi	-1.75111481200346
Baltimore	Mosquitoes	OXBOW	cxpi	0.205658201392023
Baltimore	Mosquitoes	RG	cxpi	-5.95102807301313e-12
Baltimore	Mosquitoes	VN	cxpi	2.69523075220098
Baltimore	Mosquitoes	COMG	cxre	2.16349764336542
Baltimore	Mosquitoes	CP	cxre	0.0810046427124446
Baltimore	Mosquitoes	GB	cxre	-3.02522619601197
Baltimore	Mosquitoes	MAWI	cxre	-1.32453367840139
Baltimore	Mosquitoes	ORPB	cxre	3.30324716078281
Baltimore	Mosquitoes	OXBOW	cxre	1.174839120743
Baltimore	Mosquitoes	RG	cxre	-3.04687024184788
Baltimore	Mosquitoes	VN	cxre	1.49146649339779
Baltimore	Mosquitoes	COMG	cxsa	1.89333484736433
Baltimore	Mosquitoes	CP	cxsa	-1.89333484751203
Baltimore	Mosquitoes	GB	cxsa	-1.33333331270305
Baltimore	Mosquitoes	MAWI	cxsa	-1.33333332677346
Baltimore	Mosquitoes	ORPB	cxsa	-1.75111481200371
Baltimore	Mosquitoes	OXBOW	cxsa	-1.33333334068821
Baltimore	Mosquitoes	RG	cxsa	-1.33333331270305
Baltimore	Mosquitoes	VN	cxsa	-2.69522389395208
Baltimore	Mosquitoes	COMG	cxte	1.89333484721624
Baltimore	Mosquitoes	CP	cxte	-1.53050545585545
Baltimore	Mosquitoes	GB	cxte	-2.08189652552317
Baltimore	Mosquitoes	MAWI	cxte	-2.66666666663502
Baltimore	Mosquitoes	ORPB	cxte	3.33333329219518
Baltimore	Mosquitoes	OXBOW	cxte	2.66666666663305
Baltimore	Mosquitoes	RG	cxte	-2.81438855966667
Baltimore	Mosquitoes	VN	cxte	2.87129800195903
Baltimore	Mosquitoes	COMG	octr	-1.16641604948498
Baltimore	Mosquitoes	CP	octr	-3.0219284995411
Baltimore	Mosquitoes	GB	octr	-2.92709784075379
Baltimore	Mosquitoes	MAWI	octr	-3.15147911864161
Baltimore	Mosquitoes	ORPB	octr	-2.9818795834069
Baltimore	Mosquitoes	OXBOW	octr	-1.13960741720643
Baltimore	Mosquitoes	RG	octr	-2.52697666006235
Baltimore	Mosquitoes	VN	octr	-0.51513800903303
Baltimore	Mosquitoes	OXBOW	orsi	-1.33333331270305
Baltimore	Mosquitoes	VN	orsi	-1.89333484751203
Baltimore	Mosquitoes	CP	toxo	0.0915313879587392
Baltimore	Mosquitoes	GB	toxo	1.33333332673471
Baltimore	Mosquitoes	MAWI	toxo	-1.33333334068821
Baltimore	Mosquitoes	ORPB	toxo	-3.07454627190958
Baltimore	Mosquitoes	OXBOW	toxo	-1.38953781368786
Baltimore	Mosquitoes	VN	toxo	1.76460177184193
BonanzaCreek	BarkBeetles	BarkBeetles	Ips beetle	-0.260310824871243
BonanzaCreek	BarkBeetles	BarkBeetles	Larch beetle	-1.11963375387938
BonanzaCreek	BarkBeetles	BarkBeetles	Spruce beetle	-1.84620084912789
BonanzaCreek	Leafminers	BS	leafminers	-1.86680767524017
BonanzaCreek	Leafminers	ED	leafminers	-2.11440459015753
BonanzaCreek	Leafminers	RP	leafminers	-2.55819827746862
BonanzaCreek	Leafminers	WR	leafminers	-0.548376813694654
CedarCreek	Grasshoppers	4	Aeropedellus clavatus	-1.12320511236637
CedarCreek	Grasshoppers	5	Aeropedellus clavatus	-1.32425507955962
CedarCreek	Grasshoppers	21	Aeropedellus clavatus	-1.29610342660444
CedarCreek	Grasshoppers	24	Aeropedellus clavatus	-2.3350124956228
CedarCreek	Grasshoppers	26	Aeropedellus clavatus	0.245422939787493
CedarCreek	Grasshoppers	27	Aeropedellus clavatus	-1.99987705685891
CedarCreek	Grasshoppers	32	Aeropedellus clavatus	-2.18370251187361
CedarCreek	Grasshoppers	35	Aeropedellus clavatus	-2.00308877843997
CedarCreek	Grasshoppers	40	Aeropedellus clavatus	-1.12208870216738
CedarCreek	Grasshoppers	41	Aeropedellus clavatus	-1.26775880132952
CedarCreek	Grasshoppers	44	Aeropedellus clavatus	-1.35757096450309
CedarCreek	Grasshoppers	45	Aeropedellus clavatus	-1.02049966594114
CedarCreek	Grasshoppers	47	Aeropedellus clavatus	-1.13780124344886
CedarCreek	Grasshoppers	53	Aeropedellus clavatus	-2.77900291414703
CedarCreek	Grasshoppers	70	Aeropedellus clavatus	-1.89435177508792
CedarCreek	Grasshoppers	72	Aeropedellus clavatus	0.93171573278912
CedarCreek	Grasshoppers	76	Aeropedellus clavatus	-2.38487499899522
CedarCreek	Grasshoppers	77	Aeropedellus clavatus	-2.34912919271621
CedarCreek	Grasshoppers	4	Ageneotettix deorum	-0.496806173004297
CedarCreek	Grasshoppers	5	Ageneotettix deorum	-0.708568125079764
CedarCreek	Grasshoppers	21	Ageneotettix deorum	-2.29612774992563
CedarCreek	Grasshoppers	24	Ageneotettix deorum	-1.83519503721054
CedarCreek	Grasshoppers	26	Ageneotettix deorum	-2.23406907047032
CedarCreek	Grasshoppers	27	Ageneotettix deorum	-3.11174944720302
CedarCreek	Grasshoppers	28	Ageneotettix deorum	-6.65844262141317e-12
CedarCreek	Grasshoppers	32	Ageneotettix deorum	-2.10989971925005
CedarCreek	Grasshoppers	35	Ageneotettix deorum	-2.00923648498766
CedarCreek	Grasshoppers	39	Ageneotettix deorum	-2.14342857174382
CedarCreek	Grasshoppers	40	Ageneotettix deorum	-1.64512490674408
CedarCreek	Grasshoppers	41	Ageneotettix deorum	-2.47948800023373
CedarCreek	Grasshoppers	44	Ageneotettix deorum	-1.63612862335734
CedarCreek	Grasshoppers	45	Ageneotettix deorum	-2.7096192338759
CedarCreek	Grasshoppers	47	Ageneotettix deorum	-2.29598812865242
CedarCreek	Grasshoppers	53	Ageneotettix deorum	-2.21772317853721
CedarCreek	Grasshoppers	70	Ageneotettix deorum	-2.6497846717366
CedarCreek	Grasshoppers	72	Ageneotettix deorum	-2.82790716645802
CedarCreek	Grasshoppers	76	Ageneotettix deorum	-1.68133113916058
CedarCreek	Grasshoppers	77	Ageneotettix deorum	-2.17044790734752
CedarCreek	Grasshoppers	4	Arphia conspersa	-0.564826133663265
CedarCreek	Grasshoppers	11	Arphia conspersa	-1.33333334068837
CedarCreek	Grasshoppers	24	Arphia conspersa	-1.17461169625481
CedarCreek	Grasshoppers	27	Arphia conspersa	-1.44990293929561
CedarCreek	Grasshoppers	28	Arphia conspersa	3.92295669658593
CedarCreek	Grasshoppers	39	Arphia conspersa	-0.260743122113282
CedarCreek	Grasshoppers	40	Arphia conspersa	-1.28920524083
CedarCreek	Grasshoppers	41	Arphia conspersa	-1.50302567409558
CedarCreek	Grasshoppers	45	Arphia conspersa	-1.91048029513278
CedarCreek	Grasshoppers	70	Arphia conspersa	-0.567939161970042
CedarCreek	Grasshoppers	72	Arphia conspersa	-0.454952297160018
CedarCreek	Grasshoppers	77	Arphia conspersa	-0.0692148846732427
CedarCreek	Grasshoppers	4	Arphia pseudonietana	-2.63812457790667
CedarCreek	Grasshoppers	24	Arphia pseudonietana	-0.451778260984749
CedarCreek	Grasshoppers	27	Arphia pseudonietana	0
CedarCreek	Grasshoppers	28	Arphia pseudonietana	0.701912019266948
CedarCreek	Grasshoppers	39	Arphia pseudonietana	-1.46442313640047
CedarCreek	Grasshoppers	40	Arphia pseudonietana	-1.58603092388944
CedarCreek	Grasshoppers	41	Arphia pseudonietana	-1.3814071724356
CedarCreek	Grasshoppers	44	Arphia pseudonietana	-0.762905019499231
CedarCreek	Grasshoppers	45	Arphia pseudonietana	-1.22855138198029
CedarCreek	Grasshoppers	47	Arphia pseudonietana	-2.06369421093769
CedarCreek	Grasshoppers	53	Arphia pseudonietana	-1.55667761394929
CedarCreek	Grasshoppers	70	Arphia pseudonietana	0.335048327047148
CedarCreek	Grasshoppers	21	Chloealtis conspersa	0.904923936033841
CedarCreek	Grasshoppers	35	Chloealtis conspersa	-1.64373718282178
CedarCreek	Grasshoppers	5	Chorthippus curtipennis	-1.70066025048215
CedarCreek	Grasshoppers	21	Chorthippus curtipennis	-0.643393368383759
CedarCreek	Grasshoppers	24	Chorthippus curtipennis	0.15802813902464
CedarCreek	Grasshoppers	26	Chorthippus curtipennis	1.86690208024242
CedarCreek	Grasshoppers	27	Chorthippus curtipennis	-1.06799353394958
CedarCreek	Grasshoppers	32	Chorthippus curtipennis	0.193902828685849
CedarCreek	Grasshoppers	35	Chorthippus curtipennis	-0.262834835587489
CedarCreek	Grasshoppers	40	Chorthippus curtipennis	-0.695026042521673
CedarCreek	Grasshoppers	41	Chorthippus curtipennis	0
CedarCreek	Grasshoppers	44	Chorthippus curtipennis	-0.779340555105808
CedarCreek	Grasshoppers	45	Chorthippus curtipennis	-0.676255900604253
CedarCreek	Grasshoppers	53	Chorthippus curtipennis	1.00512478528041
CedarCreek	Grasshoppers	72	Chorthippus curtipennis	0.0188728791736873
CedarCreek	Grasshoppers	76	Chorthippus curtipennis	0.0645311342535764
CedarCreek	Grasshoppers	4	Chortophaga viridifasciata	0.0504299930223278
CedarCreek	Grasshoppers	21	Chortophaga viridifasciata	-0.533768348780578
CedarCreek	Grasshoppers	35	Chortophaga viridifasciata	2.05781164419216
CedarCreek	Grasshoppers	40	Chortophaga viridifasciata	0
CedarCreek	Grasshoppers	41	Chortophaga viridifasciata	0.57279527117699
CedarCreek	Grasshoppers	44	Chortophaga viridifasciata	0
CedarCreek	Grasshoppers	47	Chortophaga viridifasciata	0
CedarCreek	Grasshoppers	53	Chortophaga viridifasciata	2.32454591625953
CedarCreek	Grasshoppers	76	Chortophaga viridifasciata	-0.160411665679981
CedarCreek	Grasshoppers	21	Conocephalus brevipennis	0
CedarCreek	Grasshoppers	26	Conocephalus brevipennis	1.45654655511782
CedarCreek	Grasshoppers	41	Conocephalus fasciatus	-1.35218756820295
CedarCreek	Grasshoppers	4	Conocephalus saltans	0.125971726975086
CedarCreek	Grasshoppers	5	Conocephalus saltans	-1.17721620428328
CedarCreek	Grasshoppers	21	Conocephalus saltans	-1.31992115038493
CedarCreek	Grasshoppers	24	Conocephalus saltans	-0.071424375581877
CedarCreek	Grasshoppers	26	Conocephalus saltans	1.47472368996499
CedarCreek	Grasshoppers	27	Conocephalus saltans	-0.958418368681155
CedarCreek	Grasshoppers	32	Conocephalus saltans	0.63782514411834
CedarCreek	Grasshoppers	35	Conocephalus saltans	0.0179154097533165
CedarCreek	Grasshoppers	39	Conocephalus saltans	0.88682258413763
CedarCreek	Grasshoppers	40	Conocephalus saltans	-1.11266187161324
CedarCreek	Grasshoppers	41	Conocephalus saltans	-1.93352194582406
CedarCreek	Grasshoppers	44	Conocephalus saltans	-1.04117949658717
CedarCreek	Grasshoppers	45	Conocephalus saltans	0.966836531429025
CedarCreek	Grasshoppers	47	Conocephalus saltans	-3.62430152989859
CedarCreek	Grasshoppers	53	Conocephalus saltans	-0.164904799853093
CedarCreek	Grasshoppers	70	Conocephalus saltans	-1.27807200426518
CedarCreek	Grasshoppers	72	Conocephalus saltans	0.666192387337069
CedarCreek	Grasshoppers	76	Conocephalus saltans	0.181680494421077
CedarCreek	Grasshoppers	77	Conocephalus saltans	0.55049455431072
CedarCreek	Grasshoppers	21	Conocephalus strictus	0.700160900037439
CedarCreek	Grasshoppers	24	Conocephalus strictus	-0.350164661987118
CedarCreek	Grasshoppers	26	Conocephalus strictus	-0.915623153380836
CedarCreek	Grasshoppers	27	Conocephalus strictus	0.298888092859263
CedarCreek	Grasshoppers	39	Conocephalus strictus	-0.990964885777035
CedarCreek	Grasshoppers	40	Conocephalus strictus	0.108579174017943
CedarCreek	Grasshoppers	41	Conocephalus strictus	1.94452024817303
CedarCreek	Grasshoppers	44	Conocephalus strictus	-0.138633930507874
CedarCreek	Grasshoppers	45	Conocephalus strictus	0.753579797094485
CedarCreek	Grasshoppers	47	Conocephalus strictus	1.49804869970747
CedarCreek	Grasshoppers	53	Conocephalus strictus	-1.29464264723817
CedarCreek	Grasshoppers	76	Conocephalus strictus	0.477625712331068
CedarCreek	Grasshoppers	77	Conocephalus strictus	-1.51060513836082
CedarCreek	Grasshoppers	4	Conocephalus undet	-0.278022211181928
CedarCreek	Grasshoppers	5	Conocephalus undet	-2.38513986384039
CedarCreek	Grasshoppers	21	Conocephalus undet	2.47955792276504
CedarCreek	Grasshoppers	24	Conocephalus undet	0.434141697529397
CedarCreek	Grasshoppers	26	Conocephalus undet	0.73817523823787
CedarCreek	Grasshoppers	27	Conocephalus undet	1.43129851578504
CedarCreek	Grasshoppers	28	Conocephalus undet	1.34033981899878
CedarCreek	Grasshoppers	32	Conocephalus undet	0.988418350897971
CedarCreek	Grasshoppers	35	Conocephalus undet	0.221443001906327
CedarCreek	Grasshoppers	39	Conocephalus undet	-0.842819319290404
CedarCreek	Grasshoppers	40	Conocephalus undet	0.69204174482697
CedarCreek	Grasshoppers	41	Conocephalus undet	1.29927604203325
CedarCreek	Grasshoppers	44	Conocephalus undet	0.564607490407534
CedarCreek	Grasshoppers	45	Conocephalus undet	1.83800143996765
CedarCreek	Grasshoppers	47	Conocephalus undet	1.73714833621888
CedarCreek	Grasshoppers	53	Conocephalus undet	1.3282043623533
CedarCreek	Grasshoppers	70	Conocephalus undet	0.962315203955973
CedarCreek	Grasshoppers	72	Conocephalus undet	1.56170372930544
CedarCreek	Grasshoppers	76	Conocephalus undet	-0.410083289958517
CedarCreek	Grasshoppers	77	Conocephalus undet	-1.02538583341331
CedarCreek	Grasshoppers	4	Encoptolophus sordidus	3.724693335202
CedarCreek	Grasshoppers	5	Encoptolophus sordidus	-1.06173757424413
CedarCreek	Grasshoppers	21	Encoptolophus sordidus	-0.689389307412635
CedarCreek	Grasshoppers	24	Encoptolophus sordidus	-0.385312673060614
CedarCreek	Grasshoppers	27	Encoptolophus sordidus	-0.123846928571028
CedarCreek	Grasshoppers	35	Encoptolophus sordidus	0
CedarCreek	Grasshoppers	45	Eritettix simplex	4.80960266077366e-08
CedarCreek	Grasshoppers	47	Eritettix simplex	0
CedarCreek	Grasshoppers	70	Eritettix simplex	2.66666666663305
CedarCreek	Grasshoppers	72	Eritettix simplex	0.724284136173904
CedarCreek	Grasshoppers	28	Gryllus undet	0
CedarCreek	Grasshoppers	72	Hypochlora alba	0.1017580822953
CedarCreek	Grasshoppers	4	Melanoplus angustipennis	2.62639660429511
CedarCreek	Grasshoppers	21	Melanoplus angustipennis	-2.58035435918472
CedarCreek	Grasshoppers	26	Melanoplus angustipennis	-2.27387817392006
CedarCreek	Grasshoppers	32	Melanoplus angustipennis	-0.0858505526746749
CedarCreek	Grasshoppers	39	Melanoplus angustipennis	-2.55996020081224
CedarCreek	Grasshoppers	41	Melanoplus angustipennis	-0.950275136759069
CedarCreek	Grasshoppers	44	Melanoplus angustipennis	-2.35263198132643
CedarCreek	Grasshoppers	45	Melanoplus angustipennis	-1.55260656667606
CedarCreek	Grasshoppers	70	Melanoplus angustipennis	-0.67947965881693
CedarCreek	Grasshoppers	72	Melanoplus angustipennis	-2.0830054235798
CedarCreek	Grasshoppers	76	Melanoplus angustipennis	-0.631627229637896
CedarCreek	Grasshoppers	77	Melanoplus angustipennis	-1.56273116943476
CedarCreek	Grasshoppers	5	Melanoplus bivittatus	-2.05216292475629
CedarCreek	Grasshoppers	21	Melanoplus bivittatus	-2.39959965008489
CedarCreek	Grasshoppers	24	Melanoplus bivittatus	-2.07670448778998
CedarCreek	Grasshoppers	26	Melanoplus bivittatus	-0.611547493257823
CedarCreek	Grasshoppers	27	Melanoplus bivittatus	-1.82149751438456
CedarCreek	Grasshoppers	32	Melanoplus bivittatus	-0.847305086989132
CedarCreek	Grasshoppers	35	Melanoplus bivittatus	-1.60087634724771
CedarCreek	Grasshoppers	40	Melanoplus bivittatus	-1.65139323895747
CedarCreek	Grasshoppers	41	Melanoplus bivittatus	-1.82131717759822
CedarCreek	Grasshoppers	44	Melanoplus bivittatus	-2.15076407192826
CedarCreek	Grasshoppers	45	Melanoplus bivittatus	-1.52789764365843
CedarCreek	Grasshoppers	47	Melanoplus bivittatus	-2.37420837355285
CedarCreek	Grasshoppers	53	Melanoplus bivittatus	-2.03356589592518
CedarCreek	Grasshoppers	70	Melanoplus bivittatus	0
CedarCreek	Grasshoppers	72	Melanoplus bivittatus	0
CedarCreek	Grasshoppers	76	Melanoplus bivittatus	-1.73875859809345
CedarCreek	Grasshoppers	77	Melanoplus bivittatus	-0.790791297273324
CedarCreek	Grasshoppers	4	Melanoplus confusus	-1.30155803889651
CedarCreek	Grasshoppers	28	Melanoplus confusus	2.04737592646634
CedarCreek	Grasshoppers	32	Melanoplus dawsoni	-0.596007767221832
CedarCreek	Grasshoppers	35	Melanoplus dawsoni	-1.52783280829007
CedarCreek	Grasshoppers	70	Melanoplus dawsoni	0.188086793554937
CedarCreek	Grasshoppers	72	Melanoplus dawsoni	-1.69895800625865
CedarCreek	Grasshoppers	76	Melanoplus fasciatus	-1.0978852902127
CedarCreek	Grasshoppers	4	Melanoplus femurrubrum	-1.12483929566081
CedarCreek	Grasshoppers	5	Melanoplus femurrubrum	-0.594006132076116
CedarCreek	Grasshoppers	11	Melanoplus femurrubrum	0.328073645848273
CedarCreek	Grasshoppers	21	Melanoplus femurrubrum	-0.290486582441403
CedarCreek	Grasshoppers	24	Melanoplus femurrubrum	-2.15436445104299
CedarCreek	Grasshoppers	26	Melanoplus femurrubrum	-1.25216394624999
CedarCreek	Grasshoppers	27	Melanoplus femurrubrum	-0.22937937827883
CedarCreek	Grasshoppers	28	Melanoplus femurrubrum	2.00397245990318
CedarCreek	Grasshoppers	32	Melanoplus femurrubrum	2.01750350263979
CedarCreek	Grasshoppers	35	Melanoplus femurrubrum	-0.651544012391281
CedarCreek	Grasshoppers	39	Melanoplus femurrubrum	0.451580445185775
CedarCreek	Grasshoppers	40	Melanoplus femurrubrum	-0.23646102783853
CedarCreek	Grasshoppers	41	Melanoplus femurrubrum	-0.594563867345374
CedarCreek	Grasshoppers	44	Melanoplus femurrubrum	0.0103400025052286
CedarCreek	Grasshoppers	45	Melanoplus femurrubrum	-0.5782018855117
CedarCreek	Grasshoppers	47	Melanoplus femurrubrum	0.875211989926721
CedarCreek	Grasshoppers	53	Melanoplus femurrubrum	-0.109479653605227
CedarCreek	Grasshoppers	70	Melanoplus femurrubrum	-0.862193961031937
CedarCreek	Grasshoppers	72	Melanoplus femurrubrum	-0.341581172699934
CedarCreek	Grasshoppers	76	Melanoplus femurrubrum	1.12331494816085
CedarCreek	Grasshoppers	77	Melanoplus femurrubrum	-0.862185312627634
