LTER	Dataset	Locale	Rarefied.richness.trend	Evenness.trend	Jaccard.trend
CedarCreek	CedarCreek_Grasshoppers_53	53	-2.14090451144423	-2.54587106899834	1.36252243566998
CedarCreek	CedarCreek_Grasshoppers_70	70	0.222678531988016	-0.196492673597908	1.03473426430245
CedarCreek	CedarCreek_Grasshoppers_72	72	0.293400948019853	-0.556201106495472	0.789497900743394
CedarCreek	CedarCreek_Grasshoppers_76	76	-0.446986262293891	-2.04696702193052	2.05963859970657
CedarCreek	CedarCreek_Grasshoppers_77	77	-1.23270636178618	-1.21257520991328	-0.184020028137068
CedarCreek	CedarCreek_Sweep1_6	6	2.99569136745003	2.85294407632121	NA
CedarCreek	CedarCreek_Sweep1_13	13	3.38257612870503	3.25081307093535	NA
CedarCreek	CedarCreek_Sweep1_14	14	3.12215672176062	2.73799003427816	NA
CedarCreek	CedarCreek_Sweep1_16	16	2.66725699000976	2.90164839132115	NA
CedarCreek	CedarCreek_Sweep1_17	17	2.88243810068861	3.13895443791036	NA
CedarCreek	CedarCreek_Sweep1_18	18	2.30488885534427	2.98139916713052	NA
CedarCreek	CedarCreek_Sweep1_20	20	3.29542294289085	3.43051037126829	NA
CedarCreek	CedarCreek_Sweep1_21	21	2.49539838848396	3.12133001323787	NA
CedarCreek	CedarCreek_Sweep1_22	22	3.07848381937943	2.8954043851752	NA
CedarCreek	CedarCreek_Sweep1_23	23	2.49113777002964	1.91766489724639	NA
CedarCreek	CedarCreek_Sweep1_24	24	3.22439733953863	3.28939604372157	NA
CedarCreek	CedarCreek_Sweep1_25	25	2.53313804935826	2.51121303908687	NA
CedarCreek	CedarCreek_Sweep1_26	26	1.84420835480486	2.53633843697553	NA
CedarCreek	CedarCreek_Sweep1_27	27	2.9359876706105	2.97832722193641	NA
CedarCreek	CedarCreek_Sweep1_28	28	3.43424097013937	3.44273341990642	NA
CedarCreek	CedarCreek_Sweep1_29	29	2.98275857332756	2.4653470880412	NA
CedarCreek	CedarCreek_Sweep1_30	30	3.45070320843663	3.41434468908921	NA
CedarCreek	CedarCreek_Sweep1_31	31	2.90016022142816	3.28952161408732	NA
CedarCreek	CedarCreek_Sweep1_32	32	2.55334879564219	2.23170525275814	NA
CedarCreek	CedarCreek_Sweep2_2	2	-4.04640634621918	-2.66014889058699	-0.12261343834756
CedarCreek	CedarCreek_Sweep2_3	3	-2.10181502799644	-2.3550482453272	1.65620878025729
CedarCreek	CedarCreek_Sweep2_5	5	-2.80511527404915	-3.48277157443071	2.05292780046533
CedarCreek	CedarCreek_Sweep2_6	6	1.22423926985601	0.997454070335009	3.01554067184104
CedarCreek	CedarCreek_Sweep2_9	9	-0.633701051913553	-0.984839005333967	0.713286128282686
CedarCreek	CedarCreek_Sweep2_11	11	-0.00374350202209632	-1.34481571031682	-0.906839352668068
CedarCreek	CedarCreek_Sweep2_12	12	3.98097921342439	2.06373553711607	1.54369931279929
CedarCreek	CedarCreek_Sweep2_14	14	-0.687912721527532	-0.918566690495561	-1.0312754112118
CedarCreek	CedarCreek_Sweep2_15	15	-3.31590380114957	-3.18475606544723	0.23962533585544
CedarCreek	CedarCreek_Sweep2_16	16	-0.822382014187991	-0.707464268260668	-1.62065045806799
CedarCreek	CedarCreek_Sweep2_22	22	-0.783483821097113	-1.01934873194471	0.889486729893493
CedarCreek	CedarCreek_Sweep2_24	24	-3.37576304023323	-3.41008239016002	3.60154495156976
CedarCreek	CedarCreek_Sweep2_26	26	-2.83374585065848	-2.60946668330625	-0.114694618751293
CedarCreek	CedarCreek_Sweep2_27	27	0.111226040305309	1.76595034890383	3.12347443675208
CedarCreek	CedarCreek_Sweep2_28	28	-1.87565883315111	-1.90787340550376	0.0688960092402905
CedarCreek	CedarCreek_Sweep2_29	29	0.746181514829222	-2.40852390275202	0.799770818232121
CedarCreek	CedarCreek_Sweep2_30	30	3.01199173455185	3.08379533289039	-1.63068034131146
CedarCreek	CedarCreek_Sweep2_31	31	0.1730656667693	-1.4097857362861	-6.67174685511242
CedarCreek	CedarCreek_Sweep2_32	32	-4.25345202446581	-4.3322330110667	-4.23695196358356
CedarCreek	CedarCreek_Sweep2_33	33	-2.5297065440059	-2.08676362145671	-0.920780840067996
CedarCreek	CedarCreek_Sweep2_34	34	1.62176320992128	0.656782992021719	0.804101530744283
CedarCreek	CedarCreek_Sweep2_35	35	-1.67655162715563	-1.71404606375926	0.437770869645961
CedarCreek	CedarCreek_Sweep2_44	44	-1.50222513283496	-2.04703950050826	-0.907577216955189
CedarCreek	CedarCreek_Sweep2_45	45	-1.16289105325161	-0.796201071805304	-0.585067207449046
CedarCreek	CedarCreek_Sweep2_46	46	-0.345100402912422	-0.444431961900509	1.13717630775442
CedarCreek	CedarCreek_Sweep2_48	48	-0.883842363344211	-1.37342223986881	-1.94019094185046
CedarCreek	CedarCreek_Sweep2_50	50	-2.29623802221404	-2.55225260624385	2.22695308245148
CedarCreek	CedarCreek_Sweep2_53	53	-1.04399942294261	-1.23757511508318	1.70556912535598
CedarCreek	CedarCreek_Sweep2_56	56	1.40879796691791	2.06455381542281	2.80623125084832
CedarCreek	CedarCreek_Sweep2_57	57	-1.8181546929879	-0.720187529031891	2.00203245028898
CedarCreek	CedarCreek_Sweep2_58	58	-2.99191833192547	-2.96378705716189	-1.00234395662229
CedarCreek	CedarCreek_Sweep2_62	62	-2.1903304726476	-2.44475372036841	-0.997513238349437
CedarCreek	CedarCreek_Sweep2_67	67	-1.43519568165621	-1.91150836828497	2.78005546838238
CedarCreek	CedarCreek_Sweep2_68	68	0.378359961324114	-0.382150871105608	1.05160683667675
CedarCreek	CedarCreek_Sweep2_70	70	-1.32873025138834	-1.60139286047763	2.44642264851401
CedarCreek	CedarCreek_Sweep2_73	73	-1.1809764950077	-1.24000727142135	-0.610442625880913
CedarCreek	CedarCreek_Sweep2_74	74	-1.42816593731861	-2.03835865060666	1.29210846703558
CedarCreek	CedarCreek_Sweep2_75	75	-1.9890082947766	-2.61394579214975	-0.460172490097083
CedarCreek	CedarCreek_Sweep2_81	81	-0.468241356787096	-1.53316829870268	1.98338592131168
CedarCreek	CedarCreek_Sweep2_82	82	1.42772825756706	-1.58712912318152	2.37490682719708
CedarCreek	CedarCreek_Sweep2_83	83	-0.259112988488074	-1.71317646403271	-0.88338539660281
CedarCreek	CedarCreek_Sweep2_87	87	-2.47098591860159	-2.24092905992574	-0.953212204147648
CedarCreek	CedarCreek_Sweep2_89	89	-2.07408019879405	-2.24465848448096	1.6203383971524
CedarCreek	CedarCreek_Sweep2_92	92	-1.16674672624232	-2.10189449132233	0.921743722534618
CedarCreek	CedarCreek_Sweep2_93	93	-1.29367175708608	-2.82291880272528	2.92001373880465
CedarCreek	CedarCreek_Sweep2_94	94	-0.606293525402607	-1.67611747025414	2.51303550434892
CedarCreek	CedarCreek_Sweep2_98	98	-2.01808194416859	-2.37979918583771	1.46814193338553
CedarCreek	CedarCreek_Sweep2_104	104	-2.32943760792647	-2.5661456373922	1.62125017727266
CedarCreek	CedarCreek_Sweep2_107	107	-1.24620394647074	-2.13406695146818	1.4361490342695
CedarCreek	CedarCreek_Sweep2_108	108	0.111392777631485	-1.49886660691078	2.43650848864307
CedarCreek	CedarCreek_Sweep2_110	110	-1.92297395277433	-2.72003269893912	1.199345291426
CedarCreek	CedarCreek_Sweep2_111	111	-1.16341992499456	-1.33172172961214	1.28922175860452
CedarCreek	CedarCreek_Sweep2_115	115	-1.13482029059002	-3.14494918113145	-0.113955633546795
CedarCreek	CedarCreek_Sweep2_117	117	-0.0361901212976339	-2.2078678315076	0.388366142427823
CedarCreek	CedarCreek_Sweep2_118	118	-1.71591127138405	-2.19599090050425	2.20834728171473
CedarCreek	CedarCreek_Sweep2_125	125	-0.856825181904697	-1.13490152992068	0.0414389212327018
CedarCreek	CedarCreek_Sweep2_127	127	-2.27504348798857	-2.69860829004411	-0.354193008060493
CedarCreek	CedarCreek_Sweep2_129	129	-1.57424409509336	-0.801198220843828	2.52200685498062
CedarCreek	CedarCreek_Sweep2_130	130	-2.46671662496668	-2.8159979098786	1.31530926174194
CedarCreek	CedarCreek_Sweep2_133	133	-2.25892967232871	-2.04120315178147	-1.21958508465929
CedarCreek	CedarCreek_Sweep2_135	135	0.0490857313503232	0.519109391106343	5.45219126520606
CedarCreek	CedarCreek_Sweep2_136	136	-1.3411863596403	-2.37273924313972	1.04980244365875
CedarCreek	CedarCreek_Sweep2_137	137	-0.24190212485797	-1.4306705052671	1.39569317716462
CedarCreek	CedarCreek_Sweep2_138	138	-3.2669553344523	-2.87993365812925	1.06935409291532
CedarCreek	CedarCreek_Sweep2_139	139	-2.55414770313217	-2.91390217453259	1.80436661322147
CedarCreek	CedarCreek_Sweep2_142	142	-2.17295344226003	-2.90355369553267	2.2415330107281
CedarCreek	CedarCreek_Sweep2_146	146	-0.891536517702589	-2.25028779427261	2.33444618862009
CedarCreek	CedarCreek_Sweep2_149	149	0.402275874369444	-0.229157162893375	1.16475012448354
CedarCreek	CedarCreek_Sweep2_151	151	0.793624133921147	-0.295198826900774	2.64963312525385
CedarCreek	CedarCreek_Sweep2_153	153	-2.15363385933305	-1.93738904031847	-1.03856018283022
CedarCreek	CedarCreek_Sweep2_156	156	-1.40705699553252	-2.10971408429368	-2.59949073528641
CedarCreek	CedarCreek_Sweep2_157	157	-2.20876532216923	-2.26357488745071	-2.54009685913348
CedarCreek	CedarCreek_Sweep2_160	160	-1.15663535755876	-2.36536565070234	0.763843778614693
CedarCreek	CedarCreek_Sweep2_161	161	-3.26022723829471	-3.24008535111947	4.59072894983753
CedarCreek	CedarCreek_Sweep2_163	163	-1.75340466868856	-1.35966018133465	2.05548188493625
CedarCreek	CedarCreek_Sweep2_164	164	-1.55555172050301	-1.63645299418253	3.05527027591942
CedarCreek	CedarCreek_Sweep2_165	165	2.06814742722957	1.05282325540914	2.99926413216883
CedarCreek	CedarCreek_Sweep2_167	167	-1.26649487487581	-1.38165869636585	4.57841116835973
CedarCreek	CedarCreek_Sweep2_168	168	-0.20775674170597	-2.29548483324468	3.20517908122651
CedarCreek	CedarCreek_Sweep2_169	169	-1.75248598757144	-2.3028418193958	1.04049866047911
CedarCreek	CedarCreek_Sweep2_170	170	-1.76879164173978	-2.17147970079979	-0.113088212215246
CedarCreek	CedarCreek_Sweep2_171	171	-2.24291750085901	-2.82942413261362	3.07360932694744
CedarCreek	CedarCreek_Sweep2_174	174	-0.431405717092259	-1.75816849850394	2.24864799296966
CedarCreek	CedarCreek_Sweep2_175	175	-2.21105391787186	-3.04902402605089	0.853485537567542
CedarCreek	CedarCreek_Sweep2_176	176	-0.239403290458376	-0.778763357580895	-2.83123721007462
CedarCreek	CedarCreek_Sweep2_177	177	0.645873296061012	0.837124031150921	2.08897294210534
CedarCreek	CedarCreek_Sweep2_178	178	-0.784931487726716	-1.74967313227533	1.40344588751677
CedarCreek	CedarCreek_Sweep2_185	185	-0.154067085415844	-0.414081116907259	-2.25880232747864
CedarCreek	CedarCreek_Sweep2_186	186	-0.82258269076776	-1.52362753038515	2.47705943934122
CedarCreek	CedarCreek_Sweep2_189	189	-2.34924623763943	-2.66228535099257	-0.922074413505178
CedarCreek	CedarCreek_Sweep2_190	190	-0.960638550935982	-2.23516820430191	0.0860870725057593
CedarCreek	CedarCreek_Sweep2_193	193	-1.32880172942848	-2.06022227787127	2.89391760823681
CedarCreek	CedarCreek_Sweep2_197	197	0.0412256406982079	-1.14745215173524	-0.271096605205585
CedarCreek	CedarCreek_Sweep2_199	199	-1.01349964390846	-2.17806508307338	1.88665867654478
CedarCreek	CedarCreek_Sweep2_201	201	-2.24009090053659	-2.60859527042738	3.04657545097861
CedarCreek	CedarCreek_Sweep2_202	202	-0.923622054461191	-1.38354980450517	-0.95794479316892
CedarCreek	CedarCreek_Sweep2_205	205	-1.96051913992759	-0.262219633776964	-2.76173959564779
CedarCreek	CedarCreek_Sweep2_206	206	-0.437600565001519	-2.14113075370026	1.96514649248318
CedarCreek	CedarCreek_Sweep2_208	208	1.47223973784191	-1.17179929248841	1.363515691621
CedarCreek	CedarCreek_Sweep2_210	210	0.65219783537444	-0.674950946750521	2.73084162341254
CedarCreek	CedarCreek_Sweep2_211	211	-1.42007145629653	-2.10697857020845	0.570282877033868
CedarCreek	CedarCreek_Sweep2_213	213	1.44571266252857	-0.201492074421815	-0.612576946048626
CedarCreek	CedarCreek_Sweep2_220	220	-1.84569302268649	-2.36604340117095	-0.728933160333519
CedarCreek	CedarCreek_Sweep2_221	221	-0.210838370808884	-0.221193791258471	3.0562441411478
CedarCreek	CedarCreek_Sweep2_223	223	-2.53727551324913	-2.96399325183569	2.15603151767825
CedarCreek	CedarCreek_Sweep2_224	224	1.48842773011798	-1.25326770484688	3.74678845078123
CedarCreek	CedarCreek_Sweep2_225	225	2.01842430116365	0.879850218752417	3.24597315448419
CedarCreek	CedarCreek_Sweep2_227	227	0.277734120784319	-1.3736629449434	-0.566573078345251
CedarCreek	CedarCreek_Sweep2_229	229	-2.11221760664262	-2.29630035287806	-0.669431686743439
CedarCreek	CedarCreek_Sweep2_232	232	-1.07075422636513	-2.06535783243046	3.13959965747347
CedarCreek	CedarCreek_Sweep2_233	233	-1.25985913739059	-1.55133826123735	1.50221606966151
CedarCreek	CedarCreek_Sweep2_234	234	-1.54396907058504	-2.20134635791493	1.82448285332892
CedarCreek	CedarCreek_Sweep2_235	235	-1.03343227183339	-2.12271869644061	2.46248729913071
CedarCreek	CedarCreek_Sweep2_236	236	-1.80940333953778	-2.13911840224889	-0.655225202198164
CedarCreek	CedarCreek_Sweep2_237	237	-0.650394012723805	-1.22357744724872	1.65410379879609
CedarCreek	CedarCreek_Sweep2_239	239	-1.22685570683366	-0.512864546356803	0.931305252872953
CedarCreek	CedarCreek_Sweep2_242	242	1.39879402839438	1.36574742386949	1.56389352280823
CedarCreek	CedarCreek_Sweep2_253	253	-0.675528091699211	-1.51255854104543	2.57263974479422
CedarCreek	CedarCreek_Sweep2_255	255	-1.06930195426069	-1.51764012942244	2.59063954895869
CedarCreek	CedarCreek_Sweep2_256	256	-3.06039701477998	-2.60229755602418	2.53901651651419
CedarCreek	CedarCreek_Sweep2_257	257	1.55270063785575	0.807288295251034	-0.372180340240233
CedarCreek	CedarCreek_Sweep2_259	259	-2.46543736032837	-2.87986503296379	2.15151092643455
CedarCreek	CedarCreek_Sweep2_265	265	-0.608131980717927	-1.15220352135167	-2.70291489814558
CedarCreek	CedarCreek_Sweep2_266	266	-0.215332420978065	-1.38404784000465	4.65106943959996
CedarCreek	CedarCreek_Sweep2_267	267	-2.0727393819613	-2.44565232969715	-1.21068485775406
CedarCreek	CedarCreek_Sweep2_268	268	-1.38942631283718	-2.45795949735837	2.38186183164983
CedarCreek	CedarCreek_Sweep2_272	272	-1.83784484247791	-1.99260051474925	0.0535797834363849
CedarCreek	CedarCreek_Sweep2_273	273	0.109587696437115	0.0647880711762993	1.80734152418275
CedarCreek	CedarCreek_Sweep2_278	278	1.22916332402148	-0.0096262169556543	0.860299640511766
CedarCreek	CedarCreek_Sweep2_280	280	1.80758669041395	0.548145426257147	4.39668289630837
CedarCreek	CedarCreek_Sweep2_282	282	-0.0452193335387207	-0.900419797506782	2.2888454954454
CedarCreek	CedarCreek_Sweep2_283	283	-1.19146256946317	-1.64056926454763	1.41423874459342
CedarCreek	CedarCreek_Sweep2_286	286	1.0588563722523	0.400637214688391	0.729592355756
CedarCreek	CedarCreek_Sweep2_287	287	1.82528761187456	1.45588976466901	1.07863621440083
CedarCreek	CedarCreek_Sweep2_290	290	-1.67881968242216	-1.62962788076454	-1.68032877351799
CedarCreek	CedarCreek_Sweep2_291	291	-1.31577419725638	-1.86234250753829	0.368522240856578
CedarCreek	CedarCreek_Sweep2_292	292	-1.60203221174972	-1.99477334296945	0.829367366388176
CedarCreek	CedarCreek_Sweep2_293	293	0.359635912731742	-1.36579577778437	1.18136971556073
CedarCreek	CedarCreek_Sweep2_296	296	0.635486550897517	-1.05065383383377	2.77887348053127
CedarCreek	CedarCreek_Sweep2_299	299	0.607544665694201	-0.898522835322145	0.751042837316635
CedarCreek	CedarCreek_Sweep2_300	300	-1.66216430151665	-2.45829768560773	1.2978199106983
CedarCreek	CedarCreek_Sweep2_301	301	-1.13430722071639	-2.29942763135059	-0.943436353981974
CedarCreek	CedarCreek_Sweep2_302	302	2.16768419584295	1.16307839423473	-0.231314916491564
CedarCreek	CedarCreek_Sweep2_303	303	0.655548837819589	-1.80863561089975	0.615343442904192
CedarCreek	CedarCreek_Sweep2_304	304	-0.738687180313981	-1.26997653937225	1.89429444673271
CedarCreek	CedarCreek_Sweep2_307	307	-1.29595596794765	-2.19603787044275	3.28461313351006
CedarCreek	CedarCreek_Sweep2_308	308	-2.05112295637727	-2.37202524537717	2.30603926625124
CedarCreek	CedarCreek_Sweep2_311	311	-2.40653260182377	-2.54174259863109	-0.419616767783341
CedarCreek	CedarCreek_Sweep2_313	313	-0.677156231213838	-1.72147594820187	1.27685753639564
CedarCreek	CedarCreek_Sweep2_318	318	1.07229579043493	-0.250802039343136	2.94537032761993
CedarCreek	CedarCreek_Sweep2_322	322	0.649194767979245	-0.708152825347662	2.71232890682938
CedarCreek	CedarCreek_Sweep2_324	324	-0.991004110547884	-2.06222446940312	0.377271238799834
CedarCreek	CedarCreek_Sweep2_325	325	-0.312192416753045	-1.47161533183456	-0.170917907488502
CedarCreek	CedarCreek_Sweep2_328	328	-1.34906732315825	-1.96003305146755	1.9095002725309
CedarCreek	CedarCreek_Sweep2_329	329	-0.598250726426989	-1.33385187513854	0.759985189211556
CedarCreek	CedarCreek_Sweep2_330	330	-2.7784368475187	-2.86102498945734	3.6390298984058
CedarCreek	CedarCreek_Sweep2_331	331	0.752126279581528	-0.801080089698517	2.50787543947231
CedarCreek	CedarCreek_Sweep2_333	333	-1.19151524139232	-1.84121905609417	-3.45354908932385
CedarCreek	CedarCreek_Sweep2_334	334	-1.0553424930479	-2.13476531616902	2.36141400797396
CedarCreek	CedarCreek_Sweep2_335	335	-1.86173537811532	-2.52144733917533	-0.695333922059139
CedarCreek	CedarCreek_Sweep2_336	336	-0.167909922270165	-1.12837093697801	1.84548834917727
CedarCreek	CedarCreek_Sweep2_338	338	-1.22517711787585	-0.17933260714046	-2.45795273288265
CedarCreek	CedarCreek_Sweep2_339	339	0.101565351520168	-0.533550982181617	1.3750298154024
CedarCreek	CedarCreek_Sweep2_342	342	1.29305468130141	-0.395455901638084	0.655902356663965
CedarCreek	CedarCreek_Sweep2_20	20	-1.27402001881727	-2.4143423845038	-0.185552491087325
CedarCreek	CedarCreek_Sweep2_69	69	-1.11633466765303	-0.766353418660226	-0.412008245359749
CedarCreek	CedarCreek_Sweep2_230	230	-0.245990890295242	-0.235672849557407	-0.175773662884389
HarvardForest	HarvardForest_Ants1_Valley_1_Girdled_NA_pitfall	Valley	-1.01012816561784	-1.21391782843015	-1.49658028005491
HarvardForest	HarvardForest_Ants1_Valley_1_Girdled_Interior_pitfall	Valley	-1.3676214803583	-0.643241648273684	NA
HarvardForest	HarvardForest_Ants1_Valley_1_Girdled_Exterior_pitfall	Valley	-0.800045274539586	-0.810203413595645	NA
HarvardForest	HarvardForest_Ants1_Valley_2_Logged_NA_pitfall	Valley	3.65799701387307	3.73999371286772	-2.87377145547625
HarvardForest	HarvardForest_Ants1_Valley_2_Logged_Interior_pitfall	Valley	1.90785167137831	1.25708008172704	NA
HarvardForest	HarvardForest_Ants1_Valley_2_Logged_Exterior_pitfall	Valley	-0.253603427029456	-0.519380736304985	NA
HarvardForest	HarvardForest_Ants1_Ridge_4_Logged_NA_pitfall	Ridge	1.66898504512867	1.65998053908419	2.74462942054409
HarvardForest	HarvardForest_Ants1_Ridge_4_Logged_Interior_pitfall	Ridge	-0.00379680666576138	-0.987919254810863	NA
HarvardForest	HarvardForest_Ants1_Ridge_4_Logged_Exterior_pitfall	Ridge	2.52183231145882	2.11631743834025	NA
HarvardForest	HarvardForest_Ants1_Ridge_5_Girdled_Exterior_pitfall	Ridge	1.33271274399366	2.45579445271318	NA
HarvardForest	HarvardForest_Ants1_Ridge_5_Girdled_Interior_pitfall	Ridge	0.990831301609665	0.703671051757671	NA
HarvardForest	HarvardForest_Ants1_Ridge_6_HemlockControl_NA_hand	Ridge	-2.55560461381372	-3.16642080167894	NA
HarvardForest	HarvardForest_Ants1_Valley_8_HardwoodControl_NA_hand	Valley	-1.84627378972381	-1.87018768027468	3.17165763174872
HarvardForest	HarvardForest_Ants1_Valley_8_HardwoodControl_NA_pitfall	Valley	0.915445873558939	0.693839154948631	-0.143023348353789
HarvardForest	HarvardForest_AntsNantucket_RAM-5_5	RAM-5	-2.84215701320091	-2.75312399845509	NA
HarvardForest	HarvardForest_AntsNantucket_HB03_2	HB03	-2.93845869479909	-3.08587906100875	NA
KonzaPrairie	KonzaPrairie_Grasshoppers_002C	002C	1.45576999610512	1.02811487746572	-0.270466551181014
KonzaPrairie	KonzaPrairie_Grasshoppers_004B	004B	-0.058909478258022	-0.366298943378558	0.00768999820554097
KonzaPrairie	KonzaPrairie_Grasshoppers_004F	004F	-0.430518014769448	-0.94433151903656	-0.512947028679707
KonzaPrairie	KonzaPrairie_Grasshoppers_0SuB	0SuB	-0.186894153479592	-1.15913844553902	1.17577644702391
KonzaPrairie	KonzaPrairie_Grasshoppers_002D	002D	-1.26203694964474	-1.61120466260726	0.00941115976490494
KonzaPrairie	KonzaPrairie_Grasshoppers_001D	001D	0.791763102824975	-0.41274394040954	0.473605277993008
KonzaPrairie	KonzaPrairie_Grasshoppers_020B	020B	-0.407597674442858	-0.866838545809939	1.34540207543511
KonzaPrairie	KonzaPrairie_Grasshoppers_0SpB	0SpB	1.80538457059739	1.68306165922762	0.351821384963584
KonzaPrairie	KonzaPrairie_Grasshoppers_N04D	N04D	1.95427142307745	1.43167993571782	0.287400842360609
KonzaPrairie	KonzaPrairie_Grasshoppers_N20A	N20A	0.731489884477361	0.712455694978822	-1.61063836776238
KonzaPrairie	KonzaPrairie_Grasshoppers_N20B	N20B	-0.451135289968055	-0.522253924370207	-0.620110396665063
KonzaPrairie	KonzaPrairie_Grasshoppers_N01A	N01A	1.4555416479724	1.11319890536262	0.993894505885223
KonzaPrairie	KonzaPrairie_Grasshoppers_N01B	N01B	1.16933630995596	0.554325811399454	1.39560613450856
KonzaPrairie	KonzaPrairie_Grasshoppers_N04A	N04A	2.56292834902614	2.08603285535786	1.12465998319246
Midwest	Midwest_Aphids_Ames	Ames	2.26529623042655	0.832469658360643	1.24577866768833
Midwest	Midwest_Aphids_McNay	McNay	-0.821291137855108	-1.61202949409233	1.02837024872666
Midwest	Midwest_Aphids_Nashua	Nashua	1.73227859238146	0.625272924839222	1.84227558287146
Midwest	Midwest_Aphids_Sutherland	Sutherland	0.613615288115244	0.580594813985492	1.63815704383756
Midwest	Midwest_Aphids_Monroe	Monroe	0.0988046723768082	0.19632782852222	3.0702421940267
Midwest	Midwest_Aphids_Kellogg	Kellogg	1.08491917359394	0.547872088136196	0.132797400982654
Midwest	Midwest_Aphids_East Lansing	East Lansing	-2.04606640283318	-3.07014915383104	4.60563451697818
Midwest	Midwest_Aphids_Arlington	Arlington	1.53076063611	0.573531709057717	2.44309523319205
Midwest	Midwest_Aphids_Eau Claire	Eau Claire	1.31188984204224	-1.87569773120615	1.48489349998224
Midwest	Midwest_Aphids_Hancock	Hancock	1.0349861032008	0.763215015394436	1.44517539558877
Midwest	Midwest_Aphids_Walworth	Walworth	2.18956591179788	1.3221001655354	2.90483801390507
Midwest	Midwest_Aphids_Seymour	Seymour	1.94054082737504	0.58102063206622	2.09098943108214
Midwest	Midwest_Aphids_Antigo	Antigo	0.435110276411698	-0.627984791734169	2.03052670638006
Midwest	Midwest_Aphids_Lancaster	Lancaster	2.80821361885735	2.46223258367378	1.59441003061446
Midwest	Midwest_Aphids_Monmouth	Monmouth	1.57780739669777	0.804315422084538	2.08850467422291
Midwest	Midwest_Aphids_PPAC	PPAC	1.22624537218526	0.60157075082794	2.6289196846933
Midwest	Midwest_Aphids_Lamberton	Lamberton	1.30986800738781	1.06113936557681	-0.104780670252122
Midwest	Midwest_Aphids_Rosemount	Rosemount	0.444061720370457	-0.131063223959304	1.98654131025321
Midwest	Midwest_Aphids_Rhinelander	Rhinelander	-2.77599498978584	-2.82527887339241	2.70897719652405
Midwest	Midwest_Aphids_NEPAC	NEPAC	0.802251878356867	0.495118144686714	-0.201131074037891
Midwest	Midwest_Aphids_Urbana-Champaign-II	Urbana-Champaign-II	0.609180914772576	0.423174829038241	0.72053903894951
Midwest	Midwest_Aphids_Orr	Orr	1.0730751934139	0.858660720081829	0.765664269341559
Midwest	Midwest_Aphids_Kanawha	Kanawha	-0.877872692695447	-1.30227696937104	NA
