LTER.site	Species.code	Year	Abundance	Method	Dataset
Arctic	EPHEM	1997	41.7777777777778	NA	StreamInsects
Arctic	CINYG	1997	1.88888888888889	NA	StreamInsects
Arctic	NEMOURA	1997	5.33333333333333	NA	StreamInsects
Arctic	TIPULA	1997	1.88888888888889	NA	StreamInsects
Arctic	RHYAC	1998	0.777777777777778	NA	StreamInsects
Arctic	BRACHY	1998	16.4444444444444	NA	StreamInsects
Arctic	NATARSIA	1998	2.77777777777778	NA	StreamInsects
Arctic	ORTHO	1998	0.111111111111111	NA	StreamInsects
Arctic	OTHCHIR	1998	1020.33333333333	NA	StreamInsects
Arctic	CHIPUPA	1998	4	NA	StreamInsects
Arctic	BLACK	1998	91.2222222222222	NA	StreamInsects
Arctic	BLKPUPA	1998	0.111111111111111	NA	StreamInsects
Arctic	BAETIS	1998	53.6666666666667	NA	StreamInsects
Arctic	BAETSP3	1998	13.7777777777778	NA	StreamInsects
Arctic	EPHEM	1998	11	NA	StreamInsects
Arctic	CINYG	1998	7.55555555555556	NA	StreamInsects
Arctic	NEMOURA	1998	7.11111111111111	NA	StreamInsects
Arctic	TIPULA	1998	1.22222222222222	NA	StreamInsects
Baltimore	cxer	2011	0	NA	Mosquitoes
Baltimore	cxpi	2011	0.0721666666666667	NA	Mosquitoes
Baltimore	cxre	2011	7.12972222222222	NA	Mosquitoes
Baltimore	cxsa	2011	0.0407222222222222	NA	Mosquitoes
Baltimore	cxte	2011	0.542555555555556	NA	Mosquitoes
Baltimore	occa	2011	0	NA	Mosquitoes
Baltimore	aeja	2011	7.87188888888889	NA	Mosquitoes
Baltimore	octr	2011	2.45533333333333	NA	Mosquitoes
Baltimore	aeae	2011	0.409277777777778	NA	Mosquitoes
Baltimore	aeal	2011	6.0405	NA	Mosquitoes
Baltimore	aeci	2011	0.185166666666667	NA	Mosquitoes
Baltimore	aeve	2011	0	NA	Mosquitoes
Baltimore	anpu	2011	0.00183333333333333	NA	Mosquitoes
Baltimore	anqu	2011	0	NA	Mosquitoes
Baltimore	psfe	2011	0	NA	Mosquitoes
Baltimore	orsi	2011	0	NA	Mosquitoes
Baltimore	toxo	2011	0.0129444444444444	NA	Mosquitoes
Baltimore	cxer	2012	0	NA	Mosquitoes
Baltimore	cxpi	2012	1.69627777777778	NA	Mosquitoes
Baltimore	cxre	2012	4.28705555555555	NA	Mosquitoes
Baltimore	cxsa	2012	1.67772222222222	NA	Mosquitoes
Baltimore	cxte	2012	0.0647777777777778	NA	Mosquitoes
Baltimore	occa	2012	0	NA	Mosquitoes
Baltimore	aeja	2012	3.00177777777778	NA	Mosquitoes
Baltimore	octr	2012	0.906444444444444	NA	Mosquitoes
Baltimore	aeae	2012	0.0129444444444444	NA	Mosquitoes
Baltimore	aeal	2012	11.1433888888889	NA	Mosquitoes
Baltimore	aeci	2012	0	NA	Mosquitoes
Baltimore	aeve	2012	0	NA	Mosquitoes
Baltimore	anpu	2012	0	NA	Mosquitoes
Baltimore	anqu	2012	0	NA	Mosquitoes
Baltimore	psfe	2012	0	NA	Mosquitoes
Baltimore	orsi	2012	0.109222222222222	NA	Mosquitoes
Baltimore	toxo	2012	0.0406111111111111	NA	Mosquitoes
Baltimore	cxer	2013	0	NA	Mosquitoes
Baltimore	cxpi	2013	0.998047337278106	NA	Mosquitoes
Baltimore	cxre	2013	2.24757396449704	NA	Mosquitoes
Baltimore	cxsa	2013	0	NA	Mosquitoes
Baltimore	cxte	2013	0	NA	Mosquitoes
Baltimore	occa	2013	0	NA	Mosquitoes
Baltimore	aeja	2013	3.5087573964497	NA	Mosquitoes
Baltimore	octr	2013	0.222781065088757	NA	Mosquitoes
Baltimore	aeae	2013	0	NA	Mosquitoes
Baltimore	aeal	2013	16.7850295857988	NA	Mosquitoes
Baltimore	aeci	2013	0	NA	Mosquitoes
Baltimore	aeve	2013	0	NA	Mosquitoes
Baltimore	anpu	2013	0	NA	Mosquitoes
Baltimore	anqu	2013	0	NA	Mosquitoes
Baltimore	psfe	2013	0	NA	Mosquitoes
Baltimore	orsi	2013	0	NA	Mosquitoes
Baltimore	toxo	2013	0.0294674556213018	NA	Mosquitoes
Baltimore	cxer	2014	0	NA	Mosquitoes
Baltimore	cxpi	2014	4.49057636887608	NA	Mosquitoes
Baltimore	cxre	2014	3.99221902017291	NA	Mosquitoes
Baltimore	cxsa	2014	0.201239193083573	NA	Mosquitoes
Baltimore	cxte	2014	0.371440922190202	NA	Mosquitoes
Baltimore	occa	2014	0	NA	Mosquitoes
Baltimore	aeja	2014	2.88210374639769	NA	Mosquitoes
Baltimore	octr	2014	0.000951008645533141	NA	Mosquitoes
Baltimore	aeae	2014	0	NA	Mosquitoes
Baltimore	aeal	2014	15.207060518732	NA	Mosquitoes
Baltimore	aeci	2014	0	NA	Mosquitoes
Baltimore	aeve	2014	0	NA	Mosquitoes
Baltimore	anpu	2014	0	NA	Mosquitoes
Baltimore	anqu	2014	0	NA	Mosquitoes
Baltimore	psfe	2014	0	NA	Mosquitoes
Baltimore	orsi	2014	0	NA	Mosquitoes
Baltimore	toxo	2014	0.00288184438040346	NA	Mosquitoes
Baltimore	cxer	2015	0	NA	Mosquitoes
Baltimore	cxpi	2015	6.21253333333333	NA	Mosquitoes
Baltimore	cxre	2015	8.34368888888889	NA	Mosquitoes
Baltimore	cxsa	2015	0.0770222222222222	NA	Mosquitoes
Baltimore	cxte	2015	0.628133333333333	NA	Mosquitoes
Baltimore	occa	2015	0	NA	Mosquitoes
Baltimore	aeja	2015	6.3116	NA	Mosquitoes
Baltimore	octr	2015	0.1348	NA	Mosquitoes
Baltimore	aeae	2015	0	NA	Mosquitoes
Baltimore	aeal	2015	24.2983111111111	NA	Mosquitoes
Baltimore	aeci	2015	0	NA	Mosquitoes
Baltimore	aeve	2015	0	NA	Mosquitoes
Baltimore	anpu	2015	0	NA	Mosquitoes
Baltimore	anqu	2015	0	NA	Mosquitoes
Baltimore	psfe	2015	0	NA	Mosquitoes
Baltimore	orsi	2015	0	NA	Mosquitoes
Baltimore	toxo	2015	0.0214222222222222	NA	Mosquitoes
BonanzaCreek	Spruce beetle	1975	150	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1976	50	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1977	120	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1978	60	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1979	150	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1980	120	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1981	80	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1982	160	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1983	140	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1984	160	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1985	110	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1986	140	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1987	110	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1988	150	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1989	100	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1990	120	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1991	55	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1992	95	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1993	105	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1994	165	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1995	75	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1996	155	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1997	145	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1998	125	NA	BarkBeetles
BonanzaCreek	Spruce beetle	1999	90	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2000	30	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2001	35	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2002	20	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2003	15	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2004	6	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2005	5	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2006	5	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2007	6	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2010	7	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2011	257	NA	BarkBeetles
BonanzaCreek	Spruce beetle	2012	38	NA	BarkBeetles
BonanzaCreek	Ips beetle	1975	250	NA	BarkBeetles
BonanzaCreek	Ips beetle	1976	360	NA	BarkBeetles
BonanzaCreek	Ips beetle	1977	420	NA	BarkBeetles
BonanzaCreek	Ips beetle	1978	995	NA	BarkBeetles
BonanzaCreek	Ips beetle	1979	720	NA	BarkBeetles
BonanzaCreek	Ips beetle	1980	330	NA	BarkBeetles
BonanzaCreek	Ips beetle	1981	140	NA	BarkBeetles
BonanzaCreek	Ips beetle	1982	250	NA	BarkBeetles
BonanzaCreek	Ips beetle	1983	220	NA	BarkBeetles
BonanzaCreek	Ips beetle	1984	2400	NA	BarkBeetles
BonanzaCreek	Ips beetle	1985	2100	NA	BarkBeetles
BonanzaCreek	Ips beetle	1986	1700	NA	BarkBeetles
BonanzaCreek	Ips beetle	1987	320	NA	BarkBeetles
BonanzaCreek	Ips beetle	1988	250	NA	BarkBeetles
BonanzaCreek	Ips beetle	1989	370	NA	BarkBeetles
BonanzaCreek	Ips beetle	1990	330	NA	BarkBeetles
BonanzaCreek	Ips beetle	1991	760	NA	BarkBeetles
BonanzaCreek	Ips beetle	1992	140	NA	BarkBeetles
BonanzaCreek	Ips beetle	1993	145	NA	BarkBeetles
BonanzaCreek	Ips beetle	1994	270	NA	BarkBeetles
BonanzaCreek	Ips beetle	1995	160	NA	BarkBeetles
BonanzaCreek	Ips beetle	1996	250	NA	BarkBeetles
BonanzaCreek	Ips beetle	1997	255	NA	BarkBeetles
BonanzaCreek	Ips beetle	1998	325	NA	BarkBeetles
BonanzaCreek	Ips beetle	1999	160	NA	BarkBeetles
BonanzaCreek	Ips beetle	2000	220	NA	BarkBeetles
BonanzaCreek	Ips beetle	2001	200	NA	BarkBeetles
BonanzaCreek	Ips beetle	2002	120	NA	BarkBeetles
BonanzaCreek	Ips beetle	2003	105	NA	BarkBeetles
BonanzaCreek	Ips beetle	2004	15	NA	BarkBeetles
BonanzaCreek	Ips beetle	2005	50	NA	BarkBeetles
BonanzaCreek	Ips beetle	2006	60	NA	BarkBeetles
BonanzaCreek	Ips beetle	2007	65	NA	BarkBeetles
BonanzaCreek	Ips beetle	2010	166	NA	BarkBeetles
BonanzaCreek	Ips beetle	2011	1406	NA	BarkBeetles
BonanzaCreek	Ips beetle	2012	1041	NA	BarkBeetles
BonanzaCreek	Larch beetle	1975	35	NA	BarkBeetles
BonanzaCreek	Larch beetle	1976	35	NA	BarkBeetles
BonanzaCreek	Larch beetle	1977	53	NA	BarkBeetles
BonanzaCreek	Larch beetle	1978	14	NA	BarkBeetles
BonanzaCreek	Larch beetle	1979	12	NA	BarkBeetles
BonanzaCreek	Larch beetle	1980	12	NA	BarkBeetles
BonanzaCreek	Larch beetle	1981	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	1982	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	1983	25	NA	BarkBeetles
BonanzaCreek	Larch beetle	1984	10	NA	BarkBeetles
BonanzaCreek	Larch beetle	1985	20	NA	BarkBeetles
BonanzaCreek	Larch beetle	1986	30	NA	BarkBeetles
BonanzaCreek	Larch beetle	1987	25	NA	BarkBeetles
BonanzaCreek	Larch beetle	1988	35	NA	BarkBeetles
BonanzaCreek	Larch beetle	1989	15	NA	BarkBeetles
BonanzaCreek	Larch beetle	1990	20	NA	BarkBeetles
BonanzaCreek	Larch beetle	1991	15	NA	BarkBeetles
BonanzaCreek	Larch beetle	1992	30	NA	BarkBeetles
BonanzaCreek	Larch beetle	1993	55	NA	BarkBeetles
BonanzaCreek	Larch beetle	1994	60	NA	BarkBeetles
BonanzaCreek	Larch beetle	1995	100	NA	BarkBeetles
BonanzaCreek	Larch beetle	1996	1120	NA	BarkBeetles
BonanzaCreek	Larch beetle	1997	1000	NA	BarkBeetles
BonanzaCreek	Larch beetle	1998	440	NA	BarkBeetles
BonanzaCreek	Larch beetle	1999	3	NA	BarkBeetles
BonanzaCreek	Larch beetle	2000	2	NA	BarkBeetles
BonanzaCreek	Larch beetle	2001	2	NA	BarkBeetles
BonanzaCreek	Larch beetle	2002	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2003	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2004	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2005	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2006	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2007	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2010	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2011	0	NA	BarkBeetles
BonanzaCreek	Larch beetle	2012	5	NA	BarkBeetles
BonanzaCreek	leafminers	2004	25.92	NA	Leafminers
BonanzaCreek	leafminers	2005	39.9230769230769	NA	Leafminers
BonanzaCreek	leafminers	2006	42.8934426229508	NA	Leafminers
BonanzaCreek	leafminers	2007	74.2479338842975	NA	Leafminers
BonanzaCreek	leafminers	2008	28.9833333333333	NA	Leafminers
BonanzaCreek	leafminers	2009	49.875	NA	Leafminers
BonanzaCreek	leafminers	2010	31.2166666666667	NA	Leafminers
BonanzaCreek	leafminers	2011	51.7416666666667	NA	Leafminers
BonanzaCreek	leafminers	2012	29.2622950819672	NA	Leafminers
BonanzaCreek	leafminers	2013	4.28333333333333	NA	Leafminers
BonanzaCreek	leafminers	2014	5.65	NA	Leafminers
BonanzaCreek	leafminers	2015	14.1666666666667	NA	Leafminers
CedarCreek	Aeropedellus clavatus	1989	3.32352941176471	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1990	4.1	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1991	3.45454545454545	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1992	3.92307692307692	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1993	3.29166666666667	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1994	1.57142857142857	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1995	1.5	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1996	1.83333333333333	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1997	2.375	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1998	2.375	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	1999	1.44444444444444	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2000	1.11111111111111	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2001	1.36363636363636	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2002	1.23529411764706	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2003	1.33333333333333	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2004	1.66666666666667	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2005	1.11111111111111	NA	Grasshoppers
CedarCreek	Aeropedellus clavatus	2006	1	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1989	8.46268656716418	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1990	9.828125	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1991	10.625	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1992	16.390625	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1993	5.55555555555556	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1994	3.26923076923077	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1995	3.15384615384615	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1996	2.52941176470588	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1997	4.25	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1998	2.42857142857143	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	1999	1.83333333333333	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2000	1.71428571428571	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2001	1.6	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2002	1.28571428571429	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2003	2.61538461538462	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2004	2.2	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2005	1.1	NA	Grasshoppers
CedarCreek	Ageneotettix deorum	2006	1.25	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1989	2.24137931034483	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1990	2.96296296296296	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1991	1.96774193548387	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1992	2.23809523809524	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1993	1.4	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1994	1.61538461538462	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1995	1.16666666666667	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1996	1.4	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1997	2.375	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	1998	1.5	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2000	1	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2001	1	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2002	2.71428571428571	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2003	1.3	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2004	1	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2005	1.25	NA	Grasshoppers
CedarCreek	Arphia pseudonietana	2006	2	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1989	3.62068965517241	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1990	4.05405405405405	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1991	3.88095238095238	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1992	4.03846153846154	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1993	1.11111111111111	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1994	1	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1995	1.2	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1996	1.76923076923077	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1997	1.75	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1998	1.45454545454545	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	1999	1.33333333333333	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2000	1.16666666666667	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2001	1.125	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2002	1.26666666666667	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2003	1.63636363636364	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2004	1	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2005	1.16666666666667	NA	Grasshoppers
CedarCreek	Melanoplus bivittatus	2006	1.6	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1989	2	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1990	2.71428571428571	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1991	1.66666666666667	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1992	1.25	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1993	1	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1994	1	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1997	1	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1998	1	NA	Grasshoppers
CedarCreek	Melanoplus confusus	1999	1	NA	Grasshoppers
CedarCreek	Melanoplus confusus	2001	6	NA	Grasshoppers
CedarCreek	Melanoplus confusus	2002	3.5	NA	Grasshoppers
CedarCreek	Melanoplus confusus	2003	1.5	NA	Grasshoppers
CedarCreek	Melanoplus confusus	2004	1	NA	Grasshoppers
CedarCreek	Melanoplus fasciatus	1989	1.5	NA	Grasshoppers
CedarCreek	Melanoplus fasciatus	1993	1	NA	Grasshoppers
CedarCreek	Melanoplus fasciatus	1994	1	NA	Grasshoppers
CedarCreek	Melanoplus fasciatus	1995	3	NA	Grasshoppers
CedarCreek	Melanoplus fasciatus	1996	2	NA	Grasshoppers
CedarCreek	Melanoplus fasciatus	1999	1	NA	Grasshoppers
